base_date,etf_code,etf_name,etf_type,base_index,listing_date,delisting_date,theme
20260702,A337120,KODEX 멀티팩터,일반,FnGuide 멀티팩터 지수,20191114,,기타
20260702,A337140,KODEX 코스피대형주,일반,코스피 대형주 지수,20191114,,코스피대표
20260702,A337150,KODEX 200exTOP,일반,코스피 200 초대형제외 지수,20191114,,코스피대표
20260702,A337160,KODEX 200ESG,일반,코스피 200 ESG 지수,20191114,,ESG
20260702,A354500,ACE 코스닥150,일반,코스닥 150,20200507,,코스닥대표
20260702,A359210,KODEX 코스피TR,일반,코스피 TR,20200721,,코스피대표
20260702,A360140,KODEX 200롱코스닥150숏선물,일반,코스피 200 롱 100% 코스닥 150 숏 100% 선물지수,20200821,,코스피대표
20260702,A360150,KODEX 코스닥150롱코스피200숏선물,일반,코스닥 150 롱 100% 코스피 200 숏 100% 선물지수,20200821,,코스피대표
20260702,A361580,RISE 200TR,일반,코스피 200 TR지수,20200821,,코스피대표
20260702,A363580,KODEX 200IT TR,일반,코스피 200 정보기술 TR,20200925,,코스피대표
20260702,A364690,KODEX 혁신기술테마액티브,일반,코스피지수,20200929,,코스피대표
20260702,A364960,TIGER BBIG,일반,KRX BBIG 지수,20201007,,기타
20260702,A364970,TIGER 바이오TOP10,일반,KRX 바이오 TOP 10 지수,20201007,,바이오
20260702,A364980,TIGER 2차전지TOP10,일반,KRX 2차전지 TOP 10 지수,20201007,,2차전지
20260702,A364990,TIGER 게임TOP10,일반,KRX 게임 TOP 10 지수,20201007,,엔터
20260702,A365000,TIGER 인터넷TOP10,일반,KRX 인터넷 TOP 10,20201007,,인터넷
20260702,A365040,TIGER AI코리아그로스액티브,일반,코스피지수,20200929,,코스피대표
20260702,A367740,HANARO Fn5G산업,일반,FnGuide 5G 산업 지수,20201029,,기타
20260702,A367760,RISE 네트워크인프라,일반,FnGuide 네트워크 인프라 지수,20201029,,AI전력인프라
20260702,A367770,RISE 수소경제테마,일반,FnGuide 수소경제테마 지수,20201029,,친환경에너지
20260702,A368190,HANARO Fn K-뉴딜디지털플러스,일반,FnGuide K-뉴딜 디지털 플러스 지수,20201110,,기타
20260702,A368680,KODEX K-뉴딜디지털플러스,일반,FnGuide K-뉴딜 디지털 플러스 지수,20201110,,기타
20260702,A373490,KODEX 코리아혁신성장액티브,일반,FnGuide K-이노베이션 지수,20201224,,기타
20260702,A375760,HANARO 탄소효율그린뉴딜,일반,KRX/S&P 탄소효율 그린뉴딜지수,20210205,,기타
20260702,A375770,KODEX 탄소효율그린뉴딜,일반,KRX/S&P 탄소효율 그린뉴딜지수,20210205,,기타
20260702,A376410,TIGER 탄소효율그린뉴딜,일반,KRX/S&P 탄소효율 그린뉴딜지수,20210205,,기타
20260702,A377990,TIGER Fn신재생에너지,일반,FnGuide 신재생에너지 지수,20210305,,친환경에너지
20260702,A380340,ACE 코리아AI테크핵심산업,일반,FnGuide 코리아AI테크핵심산업지수 (Price Return),20210402,,AI전력인프라
20260702,A381560,HANARO Fn전기&수소차,일반,FnGuide 전기&수소차 지수 (시장가격),20210402,,친환경에너지
20260702,A381570,HANARO Fn친환경에너지,일반,FnGuide 친환경에너지 지수 (시장가격),20210402,,원자재
20260702,A385510,KODEX 신재생에너지액티브,일반,FnGuide K-신재생에너지플러스 지수,20210525,,친환경에너지
20260702,A385520,KODEX 자율주행액티브,일반,FnGuide K-미래차 지수,20210525,,자동차
20260702,A385590,ACE ESG액티브,일반,MSCI Korea Country ESG Leaders Custom Capped Price return Index,20210525,,ESG
20260702,A385600,ACE 2차전지&친환경차액티브,일반,FnGuide 친환경자동차밸류체인 지수,20210525,,2차전지
20260702,A385710,TIME K이노베이션액티브,일반,KRX BBIG 지수,20210525,,기타
20260702,A385720,TIME 코스피액티브,일반,코스피지수,20210525,,코스피대표
20260702,A387280,TIGER 퓨처모빌리티액티브,일반,FnGuide 퓨처모빌리티 지수,20210525,,자동차
20260702,A388280,RISE K엔터&여행레저,일반,FnGuide K엔터&여행레저 지수,20210610,,엔터
20260702,A388420,RISE 비메모리반도체액티브,일반,iSelect 비메모리반도체 지수(시장가격지수),20210610,,반도체
20260702,A391670,HK 베스트일레븐액티브,일반,코스피 200,20210706,,코스피대표
20260702,A395150,KODEX 웹툰&드라마,일반,FnGuide 웹툰&드라마 지수,20210730,,기타
20260702,A395160,KODEX AI반도체TOP2플러스,일반,FnGuide AI반도체 TOP2+ 지수,20210730,,반도체
20260702,A395170,KODEX Top10동일가중,일반,FnGuide TOP10 동일가중 지수,20210730,,기타
20260702,A395270,HANARO Fn K-반도체,일반,FnGuide K-반도체 지수 (시장가격),20210730,,반도체
20260702,A395280,HANARO Fn K-게임,일반,FnGuide K-게임 지수 (시장가격),20210730,,엔터
20260702,A395290,HANARO Fn K-POP&미디어,일반,FnGuide K-POP&미디어 지수 (시장가격),20210730,,엔터
20260702,A395750,PLUS ESG가치주액티브,일반,FnGuide 한화 ESG Value 지수,20210730,,ESG
20260702,A395760,PLUS ESG성장주액티브,일반,FnGuide 한화 ESG Growth 지수,20210730,,ESG
20260702,A396500,TIGER 반도체TOP10,일반,FnGuide 반도체TOP10 지수,20210810,,반도체
20260702,A400970,TIGER Fn메타버스,일반,FnGuide 메타버스테마 지수,20211013,,메타버스
20260702,A401170,RISE 메타버스,일반,iSelect 메타버스 지수(시장가격지수),20211013,,메타버스
20260702,A401470,KODEX 메타버스액티브,일반,FnGuide K-메타버스 지수,20211013,,메타버스
20260702,A402460,HANARO Fn K-메타버스MZ,일반,FnGuide K-메타버스 MZ 지수(시장가격),20211013,,메타버스
20260702,A403790,MIDAS 코스피액티브,일반,코스피지수,20211013,,코스피대표
20260702,A404120,TIME K신재생에너지액티브,일반,KRX 기후변화 솔루션지수,20211029,,친환경에너지
20260702,A404260,KODEX 기후변화솔루션,일반,KRX 기후변화 솔루션지수,20211029,,기타
20260702,A404540,TIGER KRX기후변화솔루션,일반,KRX 기후변화 솔루션지수,20211029,,기타
20260702,A404650,SOL KRX기후변화솔루션,일반,KRX 기후변화 솔루션지수,20211029,,기타
20260702,A407300,HANARO Fn골프테마,일반,FnGuide 골프 테마 지수(시장가격),20211124,,기타
20260702,A407310,HANARO 200 TOP10,일반,KOSPI 200 Top 10 지수(시장가격),20211124,,코스피대표
20260702,A407820,에셋플러스 코리아플랫폼액티브,일반,FnGuide 플랫폼 지수(Price Return),20211116,,인터넷
20260702,A410870,TIME K컬처액티브,일반,FnGuide K-컬처 지수,20211215,,기타
20260702,A411540,SOL 200 Top10,일반,KOSPI 200 Top 10 지수(시장가격),20211209,,코스피대표
20260702,A412560,TIGER BBIG레버리지,레버리지,KRX BBIG 레버리지 지수,20211215,,기타
20260702,A412570,TIGER 2차전지TOP10레버리지,레버리지,KRX 2차전지 TOP 10 레버리지 지수,20211215,,2차전지
20260702,A413930,WON AI ESG액티브,일반,MK-iSelect AI ESG 지수(시장가격지수),20220105,,ESG
20260702,A417630,TIGER KEDI혁신기업ESG30,일반,KEDI 혁신기업ESG30 지수(시장가격 지수),20220208,,ESG
20260702,A421320,PLUS 우주항공,일반,iSelect 우주항공UAM지수,20220329,,방산
20260702,A422420,RISE 2차전지액티브,일반,iSelect 2차전지 지수 (시장가격지수),20220408,,2차전지
20260702,A427120,RISE AI플랫폼,일반,FnGuide AI 플랫폼 지수,20220517,,인터넷
20260702,A433250,UNICORN R&D 액티브,일반,코스피 200,20220706,,코스피대표
20260702,A433500,ACE 원자력TOP10,일반,DeepSearch 원자력 TOP 10 지수 (시장가격지수),20220628,,원자력
20260702,A434730,HANARO 원자력iSelect,일반,iSelect 원자력지수 (시장가격),20220628,,원자력
20260702,A434960,DAISHIN343 K200,일반,코스피 200,20220628,,코스피대표
20260702,A438740,MIDAS 중소형액티브,일반,코스피 중형주 지수,20220817,,코스피대표
20260702,A438900,HANARO Fn K-푸드,일반,FnGuide K-푸드 지수 (시장가격),20220817,,기타
20260702,A441540,HANARO Fn조선해운,일반,FnGuide 조선해운지수,20220915,,조선
20260702,A441800,TIME Korea플러스배당액티브,일반,코스피 200,20220927,,배당
20260702,A442090,에셋플러스 코리아대장장이액티브,일반,FnGuide 대장장이 지수(Price Return),20220920,,기타
20260702,A442260,마이티 다이나믹퀀트액티브,일반,코스피 200,20221025,,코스피대표
20260702,A444200,SOL 코리아메가테크액티브,일반,KEDI 메가테크지수(PR),20221018,,기타
20260702,A445150,KODEX 친환경조선해운액티브,일반,FnGuide K-친환경선박 지수,20221115,,조선
20260702,A445290,KODEX 로봇액티브,일반,iSelect K-로봇테마 지수,20221115,,로봇
20260702,A445690,BNK 주주가치액티브,일반,FnGuide 주주가치 지수,20221027,,팩터
20260702,A445910,TIGER MKF배당귀족,일반,MKF 배당귀족 지수(시장가격지수),20221018,,배당
20260702,A446700,RISE 배터리 리사이클링,일반,iSelect 배터리 리사이클링 지수,20221101,,2차전지
20260702,A447430,ACE 주주환원가치주액티브,일반,FnGuide 올라운드 가치주 시장가격지수,20221115,,팩터
20260702,A448100,WON 200,일반,코스피 200,20221216,,코스피대표
20260702,A448570,FOCUS AI코리아액티브,일반,코스피지수,20221115,,코스피대표
20260702,A449450,PLUS K방산,일반,FnGuide K-방위산업 지수,20230105,,방산
20260702,A450910,SOL 코스닥150,일반,코스닥 150,20230131,,코스닥대표
20260702,A451060,1Q 200액티브,일반,코스피 200,20230131,,코스피대표
20260702,A454320,HANARO CAPEX설비투자iSelect,일반,iSelect CAPEX 설비투자 지수(시장가격),20230418,,AI전력인프라
20260702,A455850,SOL AI반도체소부장,일반,FnGuide AI 반도체 소부장 지수,20230425,,반도체
20260702,A455860,SOL 2차전지소부장Fn,일반,FnGuide 2차전지 소부장 지수(PR),20230425,,반도체
20260702,A457930,BNK 미래전략기술액티브,일반,iSelect 미래전략기술 지수 (PR),20230620,,기타
20260702,A457990,PLUS 태양광&ESS,일반,FnGuide 태양광&ESS 지수,20230620,,친환경에너지
20260702,A461450,KODEX 코스닥글로벌,일반,코스닥 글로벌 지수,20230629,,코스닥대표
20260702,A461580,TIGER 코스닥글로벌,일반,코스닥 글로벌 지수,20230629,,코스닥대표
20260702,A461950,KODEX 2차전지핵심소재10,일반,FnGuide 2차전지핵심소재10 지수,20230704,,2차전지
20260702,A462010,TIGER 2차전지소재Fn,일반,FnGuide 2차전지소재 (Price Return) 지수,20230713,,2차전지
20260702,A462330,KODEX 2차전지산업레버리지,레버리지,FnGuide 2차전지 산업 레버리지(2x) 지수,20230704,,2차전지
20260702,A462900,KoAct 바이오헬스케어액티브,일반,iSelect 바이오헬스케어 PR 지수,20230803,,바이오
20260702,A463050,TIME K바이오액티브,일반,KRX 헬스케어,20230817,,바이오
20260702,A463250,TIGER K방산&우주,일반,iSelect K방산&우주,20230725,,방산
20260702,A464600,SOL 자동차소부장Fn,일반,FnGuide 자동차소부장지수(PR),20230822,,반도체
20260702,A464610,SOL 의료기기소부장Fn,일반,FnGuide 의료기기소부장지수(PR),20230822,,반도체
20260702,A465330,RISE 2차전지TOP10,일반,iSelect 2차전지 TOP10 지수(PR),20230912,,2차전지
20260702,A465350,RISE 2차전지TOP10인버스(합성),인버스 1X,iSelect 2차전지 TOP10 인버스 지수(PR),20230912,,2차전지
20260702,A466810,BNK 2차전지양극재,일반,iSelect 2차전지양극재 지수,20231019,,2차전지
20260702,A466920,SOL 조선TOP3플러스,일반,FnGuide 조선TOP3플러스지수(PR),20231005,,조선
20260702,A466930,SOL 자동차TOP3플러스,일반,FnGuide 자동차TOP3플러스지수(PR),20231005,,자동차
20260702,A466940,TIGER 은행고배당플러스TOP10,일반,FnGuide 은행고배당플러스TOP10 지수(시장가격 지수),20231017,,금융
20260702,A469070,RISE AI&로봇,일반,iSelect AI&로봇 지수(시장가격),20231024,,로봇
20260702,A469150,ACE AI반도체TOP3+,일반,FnGuide AI 반도체 TOP3+ 지수,20231017,,반도체
20260702,A469170,ACE 포스코그룹포커스,일반,FnGuide 포스코그룹포커스 지수(시장가격),20231017,,그룹지주
20260702,A469790,KIWOOM 코리아테크TOP10,일반,Solactive K-TechTOP10 Index(PR),20231031,,AI전력인프라
20260702,A470310,UNICORN 생성형AI강소기업액티브,일반,iSelect AI 지수,20231121,,기타
20260702,A471760,TIGER AI반도체핵심공정,일반,iSelect AI반도체핵심공정지수,20231121,,반도체
20260702,A471780,TIGER 코리아테크액티브,일반,KRX 정보기술,20231128,,AI전력인프라
20260702,A471990,KODEX AI반도체핵심장비,일반,iSelect AI 반도체핵심장비 지수,20231121,,반도체
20260702,A472150,TIGER 배당커버드콜액티브,일반,코스피 200 커버드콜 5% OTM 지수(PR 지수),20231212,,배당
20260702,A472720,TRUSTON 주주가치액티브,일반,코스피 200,20231214,,팩터
20260702,A472840,IBK 200,일반,코스피 200,20231221,,코스피대표
20260702,A474590,WON 반도체밸류체인액티브,일반,FnGuide 반도체 밸류체인 (Price Return) 지수,20240116,,반도체
20260702,A475050,ACE KPOP포커스,일반,iSelect K-POP 포커스지수(시장가격),20240130,,엔터
20260702,A475300,SOL 반도체전공정,일반,FnGuide 반도체 전공정 지수(PR),20240214,,반도체
20260702,A475310,SOL 반도체후공정,일반,FnGuide 반도체 후공정 지수(PR),20240214,,반도체
20260702,A475720,RISE 200위클리커버드콜,일반,코스피 200 위클리 커버드콜 ATM 지수,20240305,,배당
20260702,A476000,UNICORN 포스트IPO액티브,일반,iSelect 포스트 IPO 지수,20240227,,기타
20260702,A476260,HANARO 반도체핵심공정주도주,일반,FnGuide 반도체 핵심공정 주도주 지수,20240227,,반도체
20260702,A476850,KoAct 배당성장액티브,일반,코스피지수,20240227,,배당
20260702,A479850,HANARO K-뷰티,일반,FnGuide K-뷰티 지수,20240416,,화장품
20260702,A482030,KoAct 반도체&2차전지핵심소재액티브,일반,iSelect 반도체&2차전지핵심소재 지수,20240514,,반도체
20260702,A483020,KIWOOM 의료AI,일반,FnGuide 의료AI 지수,20240528,,바이오
20260702,A484880,SOL 금융지주플러스고배당,일반,FnGuide 금융지주플러스고배당 지수(PR),20240625,,금융
20260702,A486240,DAISHIN343 AI반도체&인프라액티브,일반,FnGuide AI반도체&인프라 지수,20240618,,반도체
20260702,A487130,KoAct AI인프라액티브,일반,Solactive AI인프라 지수,20240709,,AI전력인프라
20260702,A487240,KODEX AI전력핵심설비,일반,iSelect AI 전력핵심설비 지수(Price Return),20240709,,AI전력인프라
20260702,A487750,BNK 온디바이스AI,일반,FnGuide 온디바이스AI 지수,20240723,,AI전력인프라
20260702,A488080,TIGER 반도체TOP10레버리지,레버리지,FnGuide 반도체TOP10레버리지(2x) 지수(PR),20240723,,반도체
20260702,A488200,KIWOOM K-2차전지북미공급망,일반,Solactive K-Battery North America Supply Chain 지수,20240723,,2차전지
20260702,A488210,KIWOOM K-반도체북미공급망,일반,Solactive K-Semiconductor North America Supply Chain 지수,20240723,,반도체
20260702,A489030,PLUS 고배당주위클리커버드콜,일반,코스피 고배당 위클리 콜매도 ATM 지수,20240813,,배당
20260702,A490480,SOL K방산,일반,KEDI K방산 지수(PR),20241002,,방산
20260702,A491220,PLUS 200TR,일반,코스피 200 TR지수,20240910,,코스피대표
20260702,A491510,파워 K-주주가치액티브,일반,FnGuide K-주주가치 지수,20240924,,팩터
20260702,A491700,HK 200,일반,코스피 200,20240910,,코스피대표
20260702,A491820,HANARO 전력설비투자,일반,iSelect 전력설비투자 지수,20240924,,AI전력인프라
20260702,A494220,UNICORN SK하이닉스밸류체인액티브,일반,FnGuide SK하이닉스밸류체인 지수,20241107,,반도체
20260702,A494310,KODEX 반도체레버리지,레버리지,KRX 반도체 레버리지 지수,20241022,,반도체
20260702,A494330,ACE 라이프자산주주가치액티브,일반,FnGuide 기업가치 지수(시장가격),20241015,,팩터
20260702,A494670,TIGER 조선TOP10,일반,iSelect 조선TOP10 Index(PR),20241022,,조선
20260702,A494890,KODEX 200액티브,일반,코스피 200,20241029,,코스피대표
20260702,A495040,PLUS 코리아밸류업,일반,코리아 밸류업 지수,20241104,,팩터
20260702,A495050,RISE 코리아밸류업,일반,코리아 밸류업 지수,20241104,,팩터
20260702,A495060,TIME 코리아밸류업액티브,일반,코리아 밸류업 지수,20241104,,팩터
20260702,A495230,KoAct 코리아밸류업액티브,일반,코리아 밸류업 지수,20241104,,팩터
20260702,A495330,1Q 코리아밸류업,일반,코리아 밸류업 지수,20241104,,팩터
20260702,A495550,SOL 코리아밸류업TR,일반,코리아 밸류업 TR 지수,20241104,,팩터
20260702,A495750,HANARO 코리아밸류업,일반,코리아 밸류업 지수,20241104,,팩터
20260702,A495850,KODEX 코리아밸류업,일반,코리아 밸류업 지수,20241104,,팩터
20260702,A496080,TIGER 코리아밸류업,일반,코리아 밸류업 지수,20241104,,팩터
20260702,A496090,KIWOOM 코리아밸류업,일반,코리아 밸류업 지수,20241104,,팩터
20260702,A496120,ACE 코리아밸류업,일반,코리아 밸류업 지수,20241104,,팩터
20260702,A496130,TRUSTON 코리아밸류업액티브,일반,코리아 밸류업 지수,20241104,,팩터
20260702,A498050,HANARO 바이오코리아액티브,일반,iSelect K-바이오헬스케어,20241126,,바이오
20260702,A498400,KODEX 200타겟위클리커버드콜,일반,코스피 200 타겟 15% 위클리 커버드콜 지수,20241203,,배당
20260702,A498410,KODEX 금융고배당TOP10타겟위클리커버드콜,일반,코스피 200 금융 고배당 TOP 10 타겟 15% 분배 위클리 커버드콜 지수,20241217,,금융
20260702,A498860,RISE 코리아금융고배당,일반,iSelect 코리아 금융 고배당 지수,20241210,,금융
20260709,A0000J0,PLUS 한화그룹주,일반,FnGuide 한화그룹주 지수,20241224,,그룹지주
20260709,A0000Z0,RISE 바이오TOP10액티브,일반,KRX 바이오 TOP 10 지수,20241224,,바이오
20260709,A0001P0,마이티 바이오시밀러&CDMO액티브,일반,FnGuide 바이오시밀러&CDMO 지수,20241224,,바이오
20260709,A0005D0,SOL 전고체배터리&실리콘음극재,일반,FnGuide 전고체배터리&실리콘음극재 지수(PR),20250107,,2차전지
20260709,A0005G0,IBK K-AI반도체코어테크,일반,FnGuide K-AI반도체 코어테크 지수,20250121,,반도체
20260709,A0007N0,아이엠에셋 200,일반,코스피 200,20250211,,코스피대표
20260709,A0008T0,SOL 화장품TOP3플러스,일반,FnGuide 화장품TOP3 플러스 지수(PR),20250121,,화장품
20260709,A0018C0,PLUS 고배당주위클리고정커버드콜,일반,코스피 고배당 위클리 고정 커버드콜 지수,20250305,,배당
20260709,A0052D0,TIGER 코리아배당다우존스,일반,Dow Jones Korea Dividend 30 지수 (Price Return),20250520,,배당
20260709,A0053M0,더제이 중소형포커스액티브,일반,코스피 200 중소형주지수,20250722,,코스피대표
20260709,A0074K0,KoAct K수출핵심기업TOP30액티브,일반,KEDI K수출핵심기업TOP30 지수(PR),20250708,,기타
20260709,A0080G0,KODEX 방산TOP10,일반,iSelect 방산 TOP10 지수(Price Return),20250715,,방산
20260709,A0080Y0,SOL 조선TOP3플러스레버리지,레버리지,FnGuide 조선 TOP3 플러스레버리지(2x) 지수,20250715,,조선
20260709,A0088N0,WON K-글로벌수급상위,일반,DeepSearch 외인수급 Top20 지수,20250812,,기타
20260709,A0089D0,KODEX 금융고배당TOP10,일반,코스피 200 금융 고배당 TOP 10 지수,20250812,,금융
20260709,A0090B0,PLUS K방산소부장,일반,Akros K방산소부장 지수(PR),20250826,,반도체
20260709,A0091P0,TIGER 코리아원자력,일반,iSelect 코리아 원자력 지수 (Price Return),20250819,,원자력
20260709,A0092B0,SOL 한국원자력SMR,일반,FnGuide 한국원자력 SMR 지수(PR),20250819,,원자력
20260709,A0093A0,RISE AI반도체TOP10,일반,FnGuide AI반도체TOP10 지수,20250826,,반도체
20260709,A0094M0,RISE 코리아밸류업위클리고정커버드콜,일반,코리아 밸류업 위클리 커버드콜 30% 지수,20250902,,배당
20260709,A0098F0,KODEX 원자력SMR,일반,iSelect 원자력SMR 지수(Price Return),20250916,,원자력
20260709,A0098N0,PLUS 자사주매입고배당주,일반,FnGuide 고배당주 플러스 자사주 지수 (PR),20250916,,배당
20260709,A0098Z0,FOCUS 200,일반,코스피 200,20250923,,코스피대표
20260709,A0100K0,KODEX 방산TOP10레버리지,레버리지,iSelect 방산 TOP10 레버리지 지수,20250916,,방산
20260709,A0101N0,RISE AI전력인프라,일반,KRX-Akros AI 전력인프라 지수,20250923,,AI전력인프라
20260709,A0103T0,1Q K소버린AI,일반,iSelect K소버린AI 지수,20250930,,AI전력인프라
20260709,A0104G0,PLUS K방산레버리지,레버리지,FnGuide K-방위산업 레버리지 (2x) 지수,20250930,,방산
20260709,A0104N0,TIGER 200타겟위클리커버드콜,일반,코스피 200 타겟 7% 위클리 커버드콜 지수(Price Return),20250923,,배당
20260709,A0104P0,TIGER 코리아배당다우존스위클리커버드콜,일반,KRX 다우존스 코리아 배당 30 타겟 7% 위클리 커버드콜 지수,20250923,,배당
20260709,A0105D0,SOL 한국AI소프트웨어,일반,KEDI 한국AI소프트웨어 지수(PR),20250923,,인터넷
20260709,A0105E0,SOL 코리아고배당,일반,FnGuide 코리아 고배당 지수(PR),20250923,,배당
20260709,A0111J0,HANARO 증권고배당TOP3플러스,일반,FnGuide 증권 고배당 TOP3 플러스 지수,20251028,,금융
20260709,A0112X0,마이티 200TR,일반,코스피 200 TR지수,20251028,,코스피대표
20260709,A0115D0,KODEX 조선TOP10,일반,KRX 조선 TOP10 지수,20251028,,조선
20260709,A0115E0,KODEX 코리아소버린AI,일반,KRX 코리아 소버린 AI 지수,20251021,,AI전력인프라
20260709,A0117V0,TIGER 코리아AI전력기기TOP3플러스,일반,KEDI 코리아AI전력기기TOP3플러스 지수,20251021,,AI전력인프라
20260709,A0120J0,BNK 카카오그룹포커스,일반,FnGuide 카카오그룹 포커스 지수,20251202,,그룹지주
20260709,A0138D0,RISE 동학개미,일반,FnGuide 동학개미 지수,20251216,,기타
20260709,A0139P0,ACE 고배당주,일반,KRX-Akros 고배당주 20 지수,20251216,,배당
20260709,A0141S0,SOL 조선기자재,일반,FnGuide 조선기자재 지수(PR),20251216,,조선
20260709,A0148J0,TIGER 코리아휴머노이드로봇산업,일반,KEDI 코리아 휴머노이드로봇산업 지수 (PR),20260106,,로봇
20260709,A0150K0,KoAct 수소전력ESS인프라액티브,일반,FnGuide 수소전력ESS인프라 지수(PR),20260113,,친환경에너지
20260709,A0151P0,RISE 코리아전략산업액티브,일반,KAP 코리아전략산업지수,20260120,,기타
20260709,A0152E0,SOL 배당성향탑픽액티브,일반,FnGuide 배당성향탑픽 지수(PR),20260113,,배당
20260709,A0153K0,KODEX 주주환원고배당주,일반,Akros 주주환원 고배당 지수 (Price Return),20260120,,배당
20260709,A0154F0,WON 초대형IB&금융지주,일반,iSelect 초대형IB&금융지주 지수,20260120,,금융
20260709,A0155N0,HANARO K휴머노이드테마TOP10,일반,iSelect K휴머노이드테마TOP10 지수,20260226,,로봇
20260709,A0162Y0,TIME 코스닥액티브,일반,코스닥지수,20260310,,코스닥대표
20260709,A0163Y0,KoAct 코스닥액티브,일반,코스닥지수,20260310,,코스닥대표
20260709,A0166N0,PLUS 코스닥150액티브,일반,코스닥 150,20260317,,코스닥대표
20260709,A0166S0,PLUS K제조업핵심기업액티브,일반,Akros K제조업 50 지수,20260324,,기타
20260709,A0167A0,SOL AI반도체TOP2플러스,일반,FnGuide AI반도체 TOP2 플러스 지수(PR),20260317,,반도체
20260709,A0167B0,SOL 200타겟위클리커버드콜,일반,코스피 200 타겟 15% 위클리 커버드콜 지수,20260317,,배당
20260709,A0168K0,TIGER 기술이전바이오액티브,일반,KRX 기술이전바이오 지수 (PR),20260317,,바이오
20260709,A0172Y0,ACE K수출핵심TOP10산업액티브,일반,iSelect K수출핵심산업 지수 (시장가격),20260331,,기타
20260709,A0176P0,FOCUS AI반도체위클리고정커버드콜,일반,AI 반도체 위클리 고정 30% 커버드콜 지수,20260407,,반도체
20260709,A0177A0,WON 두산그룹포커스,일반,iSelect 두산그룹 포커스 지수,20260331,,그룹지주
20260709,A0177R0,TIGER 반도체TOP10커버드콜액티브,일반,FnGuide 반도체 TOP10 Capped 지수(Price Return),20260421,,반도체
20260709,A0177X0,ACE K휴머노이드로봇산업TOP2+,일반,Akros K-휴머노이드 로봇 TOP2+ 지수 (시장가격),20260407,,로봇
20260709,A0182R0,1Q K반도체TOP2+,일반,NICE K반도체 TOP2 MAX+ 지수,20260414,,반도체
20260709,A0184V0,UNICORN K바이오액티브,일반,FnGuide K-바이오 밸런스드 지수,20260512,,바이오
20260709,A0189Z0,DAISHIN343 금융&지주고배당,일반,KRX-Akros 금융&지주고배당 지수,20260609,,금융
20260709,A0190C0,RISE 현대차고정피지컬AI,일반,KEDI 현대차고정피지컬AI 지수,20260512,,기타
20260709,A0190G0,KODEX 반도체타겟위클리커버드콜,일반,KRX 반도체 타겟9% 분배 위클리 커버드콜 지수,20260512,,반도체
20260709,A0191B0,MIDAS 코스닥액티브,일반,코스닥지수,20260519,,코스닥대표
20260709,A0191S0,IBK 코스닥150,일반,코스닥 150,20260519,,코스닥대표
20260709,A0192L0,RISE SK하이닉스단일종목레버리지,레버리지,KRX SK하이닉스 레버리지 지수,20260527,,반도체
20260709,A0192M0,RISE 삼성전자단일종목레버리지,레버리지,KRX 삼성전자 레버리지 지수,20260527,,반도체
20260709,A0192T0,SOL 코스닥TOP10,일반,코스닥TOP10지수(PR),20260519,,코스닥대표
20260709,A0193G0,KoAct 코스피액티브,일반,코스피지수,20260519,,코스피대표
20260709,A0193K0,PLUS 삼성전자단일종목레버리지,레버리지,KRX 삼성전자 레버리지 지수,20260527,,반도체
20260709,A0193L0,PLUS 삼성전자선물단일종목인버스2X,인버스 2X,KRX 삼성전자 선물 인버스 -2X 지수,20260527,,반도체
20260709,A0193T0,KODEX SK하이닉스단일종목레버리지,레버리지,KRX SK하이닉스 레버리지 지수,20260527,,반도체
20260709,A0193W0,KODEX 삼성전자단일종목레버리지,레버리지,KRX 삼성전자 레버리지 지수,20260527,,반도체
20260709,A0194M0,ACE 삼성전자단일종목레버리지,레버리지,KRX 삼성전자 레버리지 지수,20260527,,반도체
20260709,A0194N0,KIWOOM 삼성전자선물단일종목레버리지,레버리지,KRX 삼성전자 선물 레버리지 지수,20260527,,반도체
20260709,A0194R0,KIWOOM SK하이닉스선물단일종목레버리지,레버리지,KRX SK하이닉스 선물 레버리지 지수,20260527,,반도체
20260709,A0194T0,ACE SK하이닉스단일종목레버리지,레버리지,KRX SK하이닉스 레버리지 지수,20260527,,반도체
20260709,A0195R0,TIGER 삼성전자단일종목레버리지,레버리지,KRX 삼성전자 레버리지 지수,20260527,,반도체
20260709,A0195S0,TIGER SK하이닉스단일종목레버리지,레버리지,KRX SK하이닉스 레버리지 지수,20260527,,반도체
20260709,A0197W0,SOL SK하이닉스단일종목레버리지,레버리지,KRX SK하이닉스 레버리지 지수,20260527,,반도체
20260709,A0197X0,SOL SK하이닉스선물단일종목인버스2X,인버스 2X,KRX SK하이닉스 선물 인버스 -2X 지수,20260527,,반도체
20260709,A0198A0,KIWOOM 코스닥150커버드콜액티브,일반,코스닥150 위클리고정30% 커버드콜지수,20260630,,배당
20260709,A0198B0,1Q 삼성전자선물단일종목레버리지,레버리지,KRX 삼성전자 선물 레버리지 지수,20260527,,반도체
20260709,A0198D0,1Q SK하이닉스선물단일종목레버리지,레버리지,KRX SK하이닉스 선물 레버리지 지수,20260527,,반도체
20260709,A0199C0,ACE 고배당주Plus커버드콜액티브,일반,KRX-Akros 고배당주 20 위클리 고정 30% 커버드콜 지수,20260602,,배당
20260709,A0204S0,TIGER 코스닥액티브,일반,코스닥지수,20260602,,코스닥대표
20260709,A0207G0,SOL 우주항공밸류체인,일반,Akros 우주항공밸류체인 지수(PR),20260616,,방산
