,Account,W200300,R102300,W202100,W200100,S102100,S102100,S102100,S102100,S102100,S100100,S100100,S100100,S100100,S100100,S100500,S100500,S100500,S100500,S100500,W201100,W201100,W201100,W201100,W201100,W201200,W201200,W201200,W201200,W201200,S101500,S101500,S101500,S101500,S101500,W402600,,,,,
,Period, ,,, ,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,num_cu_20260626,num_cu_20260629,num_cu_20260630,num_cu_20260701,num_cu_20260702
,Unit,Txt,Txt,Txt,Txt,Local mn,Local mn,Local mn,Local mn,Local mn,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Shares,Shares,Shares,Shares,Shares,X,,,,,
,Base Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Name,상장일,상장폐지일,"ETF레버리지,인버스구분",ETF기초지수명,시가총액,시가총액,시가총액,시가총액,시가총액,종가,종가,종가,종가,종가,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,상장주식수,상장주식수,상장주식수,상장주식수,상장주식수,CU구성좌수,,,,,
A326230,RISE 내수주플러스,20190620,,일반,FnGuide 내수주플러스 지수,7033.6,7440,7305.6,7395.2,7443.2,10990,11625,11415,11555,11630,-3.04,5.78,-1.81,1.23,0.65,11036.68,11633.09,11381.54,11552.99,11611.58,-0.42,-0.07,0.29,0.02,0.16,640000,640000,640000,640000,640000,20000,32,32,32,32,32
A326240,RISE IT플러스,20190620,,일반,FnGuide IT플러스 지수,142174.3,143628.4,146209.1,143982.1,130790.4,54265,54820,55805,54955,49920,-5.08,1.02,1.8,-1.52,-9.16,54363.79,54597.29,55717.97,54893.66,49687.28,-0.18,0.41,0.16,0.11,0.47,2620000,2620000,2620000,2620000,2620000,20000,131,131,131,131,131
A328370,PLUS 코스피TR,20190625,,일반,코스피 TR,149296,149908.5,150916.5,147514.5,140553,46655,47590,47910,46830,44620,-7.45,2,0.67,-2.25,-4.72,47399.09,47276.35,47751.03,46733.41,43007.29,-1.57,0.66,0.33,0.21,3.75,3200000,3150000,3150000,3150000,3150000,50000,64,63,63,63,63
A332500,ACE 200TR,20190828,,일반,코스피 200 TR지수,221892,220524,223284,217020,182930,92455,91885,93035,90425,83150,-5.65,-0.62,1.25,-2.81,-8.05,92398.55,91443.6,92686.71,90283.36,82436,0.06,0.48,0.38,0.16,0.87,2400000,2400000,2400000,2400000,2200000,100000,24,24,24,24,22
A332930,HANARO 200TR,20190828,,일반,코스피 200 TR지수,260782.5,259499.25,263211.25,254598.25,234022.75,179850,178965,181525,175585,161395,-5.55,-0.49,1.43,-3.27,-8.08,180098.44,178298.93,180692.93,176006.58,160859.57,-0.14,0.37,0.46,-0.24,0.33,1450000,1450000,1450000,1450000,1450000,50000,29,29,29,29,29
A332940,HANARO MSCI Korea TR,20190828,,일반,MSCI Korea TR Index,147276,146652,148668,142872,136080,61365,61105,61945,59530,56700,-6.05,-0.42,1.37,-3.9,-4.75,61703.02,60836.84,61696.95,59894.11,54487.23,-0.55,0.44,0.4,-0.61,4.06,2400000,2400000,2400000,2400000,2400000,100000,24,24,24,24,24
A337120,KODEX 멀티팩터,20191114,,일반,FnGuide 멀티팩터 지수,25449,25773,26175,25548,23424,42415,42955,43625,42580,39040,-7.42,1.27,1.56,-2.4,-8.31,43087.8,42817.82,43335.36,42423.21,38954.35,-1.56,0.32,0.67,0.37,0.22,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A337140,KODEX 코스피대형주,20191114,,일반,코스피 대형주 지수,95802,95287.5,96327,94048.5,86467.5,45620,45375,45870,44785,41175,-5.55,-0.54,1.09,-2.37,-8.06,45452.24,45192.28,45687.15,44596.61,40887.69,0.37,0.4,0.4,0.42,0.7,2100000,2100000,2100000,2100000,2100000,100000,21,21,21,21,21
A337150,KODEX 200exTOP,20191114,,일반,코스피 200 초대형제외 지수,18550,19572,19652.5,19726,19393.5,26500,27960,28075,28180,27705,-5.64,5.51,0.41,0.37,-1.69,27011.96,27983.77,27942.79,28329.29,27456.39,-1.9,-0.08,0.47,-0.53,0.91,700000,700000,700000,700000,700000,100000,7,7,7,7,7
A337160,KODEX 200ESG,20191114,,일반,코스피 200 ESG 지수,229102,235429,229881,224352,205105,60290,61955,60495,59040,53975,-6.22,2.76,-2.36,-2.41,-8.58,60130.54,59521.72,60370.09,58849.1,53851.31,0.27,4.09,0.21,0.32,0.23,3800000,3800000,3800000,3800000,3800000,100000,38,38,38,38,38
A354500,ACE 코스닥150,20200507,,일반,코스닥 150,140686,153517,152061,154422,145359,15460,16870,16710,16785,15630,-3.65,9.12,-0.95,0.45,-6.88,15461.86,16789.15,16686.19,16800.86,15513.96,-0.01,0.48,0.14,-0.09,0.75,9100000,9100000,9100000,9200000,9300000,100000,91,91,91,92,93
A359210,KODEX 코스피TR,20200721,,일반,코스피 TR,100682.5,100556,101568,99176,83832,43775,43720,44160,43120,39920,-4.9,-0.13,1.01,-2.36,-7.42,43603.84,43530.68,43957.54,43057.79,39655.04,0.39,0.43,0.46,0.14,0.67,2300000,2300000,2300000,2300000,2100000,100000,23,23,23,23,21
A360140,KODEX 200롱코스닥150숏선물,20200821,,일반,코스피 200 롱 100% 코스닥 150 숏 100% 선물지수,59433,53493,54835,52987,52404,27015,24315,24925,24085,23820,-2.37,-9.99,2.51,-3.37,-1.1,27012.17,24295.7,24999.68,24035.22,23876.73,0.01,0.08,-0.3,0.21,-0.24,2200000,2200000,2200000,2200000,2200000,100000,22,22,22,22,22
A360150,KODEX 코스닥150롱코스피200숏선물,20200821,,일반,코스닥 150 롱 100% 코스피 200 숏 100% 선물지수,13207,14311.5,14123.5,14758,14664,2810,3045,3005,3140,3120,2.93,8.36,-1.31,4.49,-0.64,2774.79,3062.88,2980.69,3100.23,3103.74,1.27,-0.58,0.82,1.28,0.52,4700000,4700000,4700000,4700000,4700000,100000,47,47,47,47,47
A361580,RISE 200TR,20200821,,일반,코스피 200 TR지수,582664.5,585313.75,588750,581172,534736,78210,77525,78500,76470,70360,-5.59,-0.88,1.26,-2.59,-7.99,78116.39,77281.19,78350.03,76303.21,69735.45,0.12,0.32,0.19,0.22,0.9,7450000,7550000,7500000,7600000,7600000,50000,149,151,150,152,152
A363580,KODEX 200IT TR,20200925,,일반,코스피 200 정보기술 TR,339750,336735,344790,342022.5,307350,75500,74830,76620,76005,68300,-6.31,-0.89,2.39,-0.8,-10.14,75514.66,74524.01,76610.97,75856.98,67490.14,-0.02,0.41,0.01,0.2,1.2,4500000,4500000,4500000,4500000,4500000,100000,45,45,45,45,45
A364690,KODEX 혁신기술테마액티브,20200929,,일반,코스피지수,29580,29469,29799,29463,27000,49300,49115,49665,49105,45000,-5.63,-0.38,1.12,-1.13,-8.36,49250.95,49053.33,49898.06,49024.01,45064.34,0.1,0.13,-0.47,0.17,-0.14,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A364960,TIGER BBIG,20201007,,일반,KRX BBIG 지수,75767.25,83300.75,81077.75,81241.5,81057,6135,6745,6565,6605,6590,-4.51,9.94,-2.67,0.61,-0.23,6157.23,6748.37,6555.63,6588.4,6577.71,-0.36,-0.05,0.14,0.25,0.19,12350000,12350000,12350000,12300000,12300000,50000,247,247,247,246,246
A364970,TIGER 바이오TOP10,20201007,,일반,KRX 바이오 TOP 10 지수,274076.25,295855,287428,284328,282782.5,6895,7490,7240,7180,7150,-5.03,8.63,-3.34,-0.83,-0.42,6861.36,7489.04,7205.88,7194.71,7145.66,0.49,0.01,0.47,-0.2,0.06,39750000,39500000,39700000,39600000,39550000,50000,795,790,794,792,791
A364980,TIGER 2차전지TOP10,20201007,,일반,KRX 2차전지 TOP 10 지수,584640,686183.5,635587.5,622239,612960,9280,10730,9970,9830,9600,-6.07,15.63,-7.08,-1.4,-2.34,9337.72,10685.3,9980.69,9811.38,9670.67,-0.62,0.42,-0.11,0.19,-0.73,63000000,63950000,63750000,63300000,63850000,50000,1260,1279,1275,1266,1277
A364990,TIGER 게임TOP10,20201007,,일반,KRX 게임 TOP 10 지수,22140.25,23789.25,24475.5,25319.25,25641,4565,4905,4995,5115,5180,-1.3,7.45,1.83,2.4,1.27,4546.69,4943.51,5001.4,5114.45,5172.93,0.4,-0.78,-0.13,0.01,0.14,4850000,4850000,4900000,4950000,4950000,50000,97,97,98,99,99
A365000,TIGER 인터넷TOP10,20201007,,일반,KRX 인터넷 TOP 10,37000,39750,39000,39451.75,38854.75,3700,3975,3900,3965,3905,-4.76,7.43,-1.89,1.67,-1.51,3713.67,3980.08,3888.86,3959.31,3888.11,-0.37,-0.13,0.29,0.14,0.43,10000000,10000000,10000000,9950000,9950000,50000,200,200,200,199,199
A365040,TIGER AI코리아그로스액티브,20200929,,일반,코스피지수,87940,88070,88680,87030,82000,43970,44035,44340,43515,41000,-5.69,0.15,0.69,-1.86,-5.78,43806.89,43847.92,44157.31,43316.43,39963.94,0.37,0.43,0.41,0.46,2.59,2000000,2000000,2000000,2000000,2000000,100000,20,20,20,20,20
A367740,HANARO Fn5G산업,20201029,,일반,FnGuide 5G 산업 지수,26510,26713.5,26889.5,26919.75,24937,48200,48570,48890,48945,45340,-1.64,0.77,0.66,0.11,-7.37,47997.89,48642.52,49197,49086.15,45497.99,0.42,-0.15,-0.62,-0.29,-0.35,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A367760,RISE 네트워크인프라,20201029,,일반,FnGuide 네트워크 인프라 지수,959100,953878,978953.5,973278.5,874527.5,79925,79160,82265,80770,72275,-4.45,-0.96,3.92,-1.82,-10.52,79581.04,78915.67,81943.3,80371.27,71843.8,0.43,0.31,0.39,0.5,0.6,12000000,12050000,11900000,12050000,12100000,50000,240,241,238,241,242
A367770,RISE 수소경제테마,20201029,,일반,FnGuide 수소경제테마 지수,126576.25,134097.25,133034.5,137803.25,128388.75,23225,24605,24410,25285,24455,-5.2,5.94,-0.79,3.58,-3.28,23162.08,24501.07,24368.68,25236.52,24577.05,0.27,0.42,0.17,0.19,-0.5,5450000,5450000,5450000,5450000,5250000,50000,109,109,109,109,105
A368190,HANARO Fn K-뉴딜디지털플러스,20201110,,일반,FnGuide K-뉴딜 디지털 플러스 지수,23692.5,26130,25431.25,24496,24880,7290,8040,7825,7655,7775,-5.57,10.29,-2.67,-2.17,1.57,7339.61,8086.77,7725.42,7707.56,7690.17,-0.68,-0.58,1.29,-0.68,1.1,3250000,3250000,3250000,3200000,3200000,50000,65,65,65,64,64
A368680,KODEX K-뉴딜디지털플러스,20201110,,일반,FnGuide K-뉴딜 디지털 플러스 지수,6597,7321.5,7024.5,6952.5,6867,7330,8135,7805,7725,7630,-4.87,10.98,-4.06,-1.03,-1.23,7397.57,8153.96,7788.16,7770.07,7752.57,-0.91,-0.23,0.22,-0.58,-1.58,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A373490,KODEX 코리아혁신성장액티브,20201224,,일반,FnGuide K-이노베이션 지수,14190,15000,15117.5,15570,14200,28380,30000,30235,31140,28400,-6.34,5.71,0.78,2.99,-8.8,28697.43,29921.58,30219.85,31080.83,28528.2,-1.11,0.26,0.05,0.19,-0.45,500000,500000,500000,500000,500000,50000,10,10,10,10,10
A375760,HANARO 탄소효율그린뉴딜,20210205,,일반,KRX/S&P 탄소효율 그린뉴딜지수,26424,26748,26986.5,26262,24534,29360,29720,29985,29180,27260,-6.78,1.23,0.89,-2.68,-6.58,29554.24,29583.79,29868.04,29360.75,27077.02,-0.66,0.46,0.39,-0.62,0.68,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A375770,KODEX 탄소효율그린뉴딜,20210205,,일반,KRX/S&P 탄소효율 그린뉴딜지수,53325,54081,54630,53514,49680,29625,30045,30350,29730,27600,-6.9,1.42,1.02,-2.04,-7.16,29885.56,29955.23,30231.1,29738.1,27430.95,-0.87,0.3,0.39,-0.03,0.62,1800000,1800000,1800000,1800000,1800000,100000,18,18,18,18,18
A376410,TIGER 탄소효율그린뉴딜,20210205,,일반,KRX/S&P 탄소효율 그린뉴딜지수,26635.5,26721,26973,26460,24169.5,29595,29690,29970,29400,26855,-4.82,0.32,0.94,-1.9,-8.66,29478.06,29583.24,29843.74,29369.7,27120.15,0.4,0.36,0.42,0.1,-0.98,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A377990,TIGER Fn신재생에너지,20210305,,일반,FnGuide 신재생에너지 지수,124900,135135,137832.75,145015,134902.75,24980,27300,27845,29900,27815,-7.84,9.29,2,7.38,-6.97,25079.29,27198.4,27710.76,29863.02,27804.08,-0.4,0.37,0.48,0.12,0.04,5000000,4950000,4950000,4850000,4850000,50000,100,99,99,97,97
A380340,ACE 코리아AI테크핵심산업,20210402,,일반,FnGuide 코리아AI테크핵심산업지수 (Price Return),39738,40320,41772,41040,38112,33115,33600,34810,34200,31760,-3.3,1.46,3.6,-1.75,-7.13,33293.06,33735.92,34730.59,34203.07,31981.06,-0.53,-0.4,0.23,-0.01,-0.69,1200000,1200000,1200000,1200000,1200000,100000,12,12,12,12,12
A381560,HANARO Fn전기&수소차,20210402,,일반,FnGuide 전기&수소차 지수 (시장가격),25529,27384,27216,27195,26187,18235,19560,19440,19425,18705,-4.63,7.27,-0.61,-0.08,-3.71,18345.96,19681.83,19492.8,19436.88,18833.93,-0.6,-0.62,-0.27,-0.06,-0.68,1400000,1400000,1400000,1400000,1400000,50000,28,28,28,28,28
A381570,HANARO Fn친환경에너지,20210402,,일반,FnGuide 친환경에너지 지수 (시장가격),8121.75,9163,8899.5,9205.5,8831.5,9555,10780,10470,10830,10390,-8.7,12.82,-2.88,3.44,-4.06,9653.78,10735.12,10422.57,10782.44,10381.16,-1.02,0.42,0.46,0.44,0.09,850000,850000,850000,850000,850000,50000,17,17,17,17,17
A385510,KODEX 신재생에너지액티브,20210525,,일반,FnGuide K-신재생에너지플러스 지수,314635.5,329722,328656,356003,324348.75,36165,40210,40080,43415,39315,-7.6,11.18,-0.32,8.32,-9.44,36149.49,40030.15,39991.86,42976.66,39704.06,0.04,0.45,0.22,1.02,-0.98,8700000,8200000,8200000,8200000,8250000,50000,174,164,164,164,165
A385520,KODEX 자율주행액티브,20210525,,일반,FnGuide K-미래차 지수,32051.25,34627.5,38629.5,38220,36445.5,17325,18225,18395,18200,17355,-4.02,5.19,0.93,-1.06,-4.64,17427.71,18198.88,18327.66,18245.52,17313.02,-0.59,0.14,0.37,-0.25,0.24,1850000,1900000,2100000,2100000,2100000,50000,37,38,42,42,42
A385590,ACE ESG액티브,20210525,,일반,MSCI Korea Country ESG Leaders Custom Capped Price return Index,65469.5,66079,67194.5,65504,60432.5,28465,28730,29215,28480,26275,-6.67,0.93,1.69,-2.52,-7.74,28765.98,28698.57,29184.75,28586.54,26448.13,-1.05,0.11,0.1,-0.37,-0.65,2300000,2300000,2300000,2300000,2300000,100000,23,23,23,23,23
A385600,ACE 2차전지&친환경차액티브,20210525,,일반,FnGuide 친환경자동차밸류체인 지수,20731.5,19852.5,19357.5,19132.5,18810,12195,13235,12905,12755,12540,-4.35,8.53,-2.49,-1.16,-1.69,12237.83,13231.01,12900.37,12809.06,12486.35,-0.35,0.03,0.04,-0.42,0.43,1700000,1500000,1500000,1500000,1500000,100000,17,15,15,15,15
A385710,TIME K이노베이션액티브,20210525,,일반,KRX BBIG 지수,12290,12900,13075,12965,12100,12290,12900,13075,12965,12100,-3.53,4.96,1.36,-0.84,-6.67,12264.88,12885.74,13048.96,13039.84,12126.54,0.2,0.11,0.2,-0.57,-0.22,1000000,1000000,1000000,1000000,1000000,100000,10,10,10,10,10
A385720,TIME 코스피액티브,20210525,,일반,코스피지수,483975,483075,484330,479224,439015.5,32265,32205,32725,32380,29865,-5.85,-0.19,1.61,-1.05,-7.77,32134.45,32201.67,32591.11,32236.94,29602.73,0.41,0.01,0.41,0.44,0.89,15000000,15000000,14800000,14800000,14700000,100000,150,150,148,148,147
A387280,TIGER 퓨처모빌리티액티브,20210525,,일반,FnGuide 퓨처모빌리티 지수,17682,18396,18480,18144,17213,12630,13140,13200,12960,12295,-4.43,4.04,0.46,-1.82,-5.13,12700.88,13210.7,13135.57,13045.4,12388.47,-0.56,-0.54,0.49,-0.65,-0.75,1400000,1400000,1400000,1400000,1400000,10000,140,140,140,140,140
A388280,RISE K엔터&여행레저,20210610,,일반,FnGuide K엔터&여행레저 지수,27189,28608.3,27924.3,28830.6,29172.6,7950,8365,8165,8430,8530,-2.03,5.22,-2.39,3.25,1.19,8002.59,8327.33,8181.72,8389.43,8492.09,-0.66,0.45,-0.2,0.48,0.45,3420000,3420000,3420000,3420000,3420000,20000,171,171,171,171,171
A388420,RISE 비메모리반도체액티브,20210610,,일반,iSelect 비메모리반도체 지수(시장가격지수),321246.8,327204,336603,332400.6,297036,37010,36600,38425,38295,33300,-3.64,-1.11,4.99,-0.34,-13.04,37132.36,36753.85,38430.58,38255.6,33235.1,-0.33,-0.42,-0.01,0.1,0.2,8680000,8940000,8760000,8680000,8920000,20000,434,447,438,434,446
A391670,HK 베스트일레븐액티브,20210706,,일반,코스피 200,24293.75,24326.25,24508.25,23916.75,21745.75,37375,37425,37705,36795,33455,-7.19,0.13,0.75,-2.41,-9.08,37668.95,37242.27,37948.11,37020.41,33448.57,-0.78,0.49,-0.64,-0.61,0.02,650000,650000,650000,650000,650000,50000,13,13,13,13,13
A395150,KODEX 웹툰&드라마,20210730,,일반,FnGuide 웹툰&드라마 지수,8450.7,9250.8,9152,9224.8,9209.2,1657,1779,1760,1774,1771,-2.53,7.36,-1.07,0.8,-0.17,1649.34,1787.45,1757.3,1776.75,1776.08,0.46,-0.47,0.15,-0.15,-0.29,5100000,5200000,5200000,5200000,5200000,100000,51,52,52,52,52
A395160,KODEX AI반도체TOP2플러스,20210730,,일반,FnGuide AI반도체 TOP2+ 지수,4827900,4865574,5115219,5234436,4686400,57000,56055,57930,57020,50500,-6.76,-1.66,3.34,-1.57,-11.43,57163.92,55793.86,57639.57,56958.16,49956.52,-0.29,0.47,0.5,0.11,1.09,84700000,86800000,88300000,91800000,92800000,100000,847,868,883,918,928
A395170,KODEX Top10동일가중,20210730,,일반,FnGuide TOP10 동일가중 지수,40820,41010,41140,40400,37170,20410,20505,20570,20200,18585,-5.05,0.47,0.32,-1.8,-8,20339.42,20405.08,20485.43,20114.93,18660.33,0.35,0.49,0.41,0.42,-0.4,2000000,2000000,2000000,2000000,2000000,100000,20,20,20,20,20
A395270,HANARO Fn K-반도체,20210730,,일반,FnGuide K-반도체 지수 (시장가격),5395178.25,5441189.25,5609209.5,5603531.5,4968600,80465,78915,81470,80395,70980,-6.2,-1.93,3.24,-1.32,-11.71,80407.51,78515.94,81165.07,80272.31,70396.1,0.07,0.51,0.38,0.15,0.83,67050000,68950000,68850000,69700000,70000000,50000,1341,1379,1377,1394,1400
A395280,HANARO Fn K-게임,20210730,,일반,FnGuide K-게임 지수 (시장가격),8109.5,8844.5,8954.75,9060,9108,3310,3610,3655,3775,3795,-3.22,9.06,1.25,3.28,0.53,3344.37,3640.48,3679.87,3795.16,3803.44,-1.03,-0.84,-0.68,-0.53,-0.22,2450000,2450000,2450000,2400000,2400000,50000,49,49,49,48,48
A395290,HANARO Fn K-POP&미디어,20210730,,일반,FnGuide K-POP&미디어 지수 (시장가격),30625,33843.75,33093.75,34500,35750,4900,5415,5295,5520,5720,-4.11,10.51,-2.22,4.25,3.62,4915.82,5437.92,5275.98,5493.66,5686.79,-0.32,-0.42,0.36,0.48,0.58,6250000,6250000,6250000,6250000,6250000,50000,125,125,125,125,125
A395750,PLUS ESG가치주액티브,20210730,,일반,FnGuide 한화 ESG Value 지수,9936,10038,10172,12447.5,11585,24840,25095,25430,24895,23170,-6.21,1.03,1.33,-2.1,-6.93,25053.99,25034.94,25401.67,24863.94,23012.92,-0.85,0.24,0.11,0.12,0.68,400000,400000,400000,500000,500000,50000,8,8,8,10,10
A395760,PLUS ESG성장주액티브,20210730,,일반,FnGuide 한화 ESG Growth 지수,15327,15600,15756,15423,14310,25545,26000,26260,25705,23850,-6.31,1.78,1,-2.11,-7.22,25749.35,25846.87,26117.21,25665.75,23745.84,-0.79,0.59,0.55,0.15,0.44,600000,600000,600000,600000,600000,50000,12,12,12,12,12
A396500,TIGER 반도체TOP10,20210810,,일반,FnGuide 반도체TOP10 지수,12907500,12658960,12851837.5,12346309.5,11180475,51630,50075,51050,48790,43845,-4.51,-3.01,1.95,-4.43,-10.14,51473.33,49935.06,50934.18,49253.78,43220.35,0.3,0.28,0.23,-0.94,1.45,250000000,252800000,251750000,253050000,255000000,50000,5000,5056,5035,5061,5100
A400970,TIGER Fn메타버스,20211013,,일반,FnGuide 메타버스테마 지수,40766.25,43627.5,43732.5,43942.5,43836,7765,8310,8330,8370,8430,-3.12,7.02,0.24,0.48,0.72,7793.4,8365.12,8318.57,8403.52,8446.45,-0.36,-0.66,0.14,-0.4,-0.19,5250000,5250000,5250000,5250000,5200000,50000,105,105,105,105,104
A401170,RISE 메타버스,20211013,,일반,iSelect 메타버스 지수(시장가격지수),49476,51750,52143.3,52097.4,51557.5,11780,12500,12595,12645,12575,-2.08,6.11,0.76,0.4,-0.55,11732.72,12501.09,12517.32,12594.19,12528.06,0.4,-0.01,0.62,0.4,0.37,4200000,4140000,4140000,4120000,4100000,20000,210,207,207,206,205
A401470,KODEX 메타버스액티브,20211013,,일반,FnGuide K-메타버스 지수,60786.5,63470.5,63684,63745,60695,9965,10405,10440,10450,9950,-3.3,4.42,0.34,0.1,-4.78,9995.58,10423.92,10479.92,10497.61,10194.41,-0.31,-0.18,-0.38,-0.45,-2.4,6100000,6100000,6100000,6100000,6100000,50000,122,122,122,122,122
A402460,HANARO Fn K-메타버스MZ,20211013,,일반,FnGuide K-메타버스 MZ 지수(시장가격),8519.5,8756,8871.5,8912.75,8690,15490,15920,16130,16205,15800,-1.84,2.78,1.32,0.46,-2.5,15431.95,15917.69,16228.61,16266.88,15841.83,0.38,0.01,-0.61,-0.38,-0.26,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A403790,MIDAS 코스피액티브,20211013,,일반,코스피지수,206314.88,205817.63,207572.63,202629.38,188121.38,70535,70365,70965,69275,64315,-4.61,-0.24,0.85,-2.38,-7.16,70229.17,69984.73,70643.35,69025.12,63840.51,0.44,0.54,0.46,0.36,0.74,2925000,2925000,2925000,2925000,2925000,75000,39,39,39,39,39
A404120,TIME K신재생에너지액티브,20211029,,일반,KRX 기후변화 솔루션지수,22344,20279,20359.5,20370,19225.5,27930,28970,29085,29100,27465,-5.67,3.72,0.4,0.05,-5.62,27831.64,28845.97,28959.49,29054.33,27238,0.35,0.43,0.43,0.16,0.83,800000,700000,700000,700000,700000,100000,8,7,7,7,7
A404260,KODEX 기후변화솔루션,20211029,,일반,KRX 기후변화 솔루션지수,22833,24201,24246,24363,23656.5,25370,26890,26940,27070,26285,-7.51,5.99,0.19,0.48,-2.9,25681.75,27043.26,26840.68,27238.43,25939.19,-1.21,-0.57,0.37,-0.62,1.33,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A404540,TIGER KRX기후변화솔루션,20211029,,일반,KRX 기후변화 솔루션지수,10268,10806,14905,15078.25,14363.25,25670,27015,27100,27415,26115,-6.57,5.24,0.31,1.16,-4.74,25894.82,27270.95,27063.9,27468.45,26153.43,-0.87,-0.94,0.13,-0.19,-0.15,400000,400000,550000,550000,550000,50000,8,8,11,11,11
A404650,SOL KRX기후변화솔루션,20211029,,일반,KRX 기후변화 솔루션지수,15282,16254,16080,16356,15840,25470,27090,26800,27260,26400,-7.31,6.36,-1.07,1.72,-3.15,25681.58,27049.35,26844.29,27242.57,25941.64,-0.82,0.15,-0.16,0.06,1.77,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A407300,HANARO Fn골프테마,20211124,,일반,FnGuide 골프 테마 지수(시장가격),4786,4960,6663.25,6652.25,6523,11965,12400,12115,12095,11860,-3.97,3.64,-2.3,-0.17,-1.94,12050.67,12357.34,12193.56,12180.55,11954.36,-0.71,0.35,-0.64,-0.7,-0.79,400000,400000,550000,550000,550000,50000,8,8,11,11,11
A407310,HANARO 200 TOP10,20211124,,일반,KOSPI 200 Top 10 지수(시장가격),23022,23874,23622,23628,22734,19185,19895,19685,19690,18945,-5.89,3.7,-1.06,0.03,-3.78,19263.41,19851.51,19646.4,19773.89,18892.96,-0.41,0.22,0.2,-0.42,0.28,1200000,1200000,1200000,1200000,1200000,50000,24,24,24,24,24
A407820,에셋플러스 코리아플랫폼액티브,20211116,,일반,FnGuide 플랫폼 지수(Price Return),12681,13149,13338,13491,12726,7045,7305,7410,7495,7070,-4.54,3.69,1.44,1.15,-5.67,7017.19,7281.08,7380.92,7468.26,7109.24,0.4,0.33,0.39,0.36,-0.55,1800000,1800000,1800000,1800000,1800000,100000,18,18,18,18,18
A410870,TIME K컬처액티브,20211215,,일반,FnGuide K-컬처 지수,13182,14007.5,13812.5,14293.5,12039.5,10140,10775,10625,10995,10945,-1.98,6.26,-1.39,3.48,-0.45,10112.91,10804.45,10582.68,11010.32,10898.62,0.27,-0.27,0.4,-0.14,0.43,1300000,1300000,1300000,1300000,1100000,100000,13,13,13,13,11
A411540,SOL 200 Top10,20211209,,일반,KOSPI 200 Top 10 지수(시장가격),27601,28539,28182,28336,27139,19715,20385,20130,20240,19385,-5.96,3.4,-1.25,0.55,-4.22,19687.53,20297.08,20085.81,20216.75,19315.79,0.14,0.43,0.22,0.12,0.36,1400000,1400000,1400000,1400000,1400000,100000,14,14,14,14,14
A412560,TIGER BBIG레버리지,20211215,,레버리지,KRX BBIG 레버리지 지수,1059.5,1245.4,1202.5,1199.25,1193.4,1630,1916,1850,1845,1836,-10.64,17.55,-3.44,-0.27,-0.49,1607.41,1927.67,1833.77,1843.7,1839.2,1.41,-0.61,0.89,0.07,-0.17,650000,650000,650000,650000,650000,50000,13,13,13,13,13
A412570,TIGER 2차전지TOP10레버리지,20211215,,레버리지,KRX 2차전지 TOP 10 레버리지 지수,132036.55,174647.2,154753.2,155311.15,150300,1129,1456,1288,1241,1200,-13.15,28.96,-11.54,-3.65,-3.3,1112.54,1441.05,1271.45,1243.51,1185.55,1.48,1.04,1.3,-0.2,1.22,116950000,119950000,120150000,125150000,125250000,50000,2339,2399,2403,2503,2505
A413930,WON AI ESG액티브,20220105,,일반,MK-iSelect AI ESG 지수(시장가격지수),19294,19263.75,19679,19184,17641.25,35080,35025,35780,34880,32075,-5.42,-0.16,2.16,-2.52,-8.04,35200.05,34975.56,35632.22,35088.4,32053.35,-0.34,0.14,0.41,-0.59,0.07,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A417630,TIGER KEDI혁신기업ESG30,20220208,,일반,KEDI 혁신기업ESG30 지수(시장가격 지수),21089.25,22071,22107.75,22470,22050,20085,21020,21055,21400,21000,-3.06,4.66,0.17,1.64,-1.87,20000.62,21056.24,21035.32,21463.84,20660.64,0.42,-0.17,0.09,-0.3,1.64,1050000,1050000,1050000,1050000,1050000,50000,21,21,21,21,21
