,Account,W200300,R102300,W202100,W200100,S102100,S102100,S102100,S102100,S102100,S100100,S100100,S100100,S100100,S100100,S100500,S100500,S100500,S100500,S100500,W201100,W201100,W201100,W201100,W201100,W201200,W201200,W201200,W201200,W201200,S101500,S101500,S101500,S101500,S101500,W402600,,,,,
A403790,MIDAS 코스피액티브,20211013,,일반,코스피지수,184713.75,168772.5,,,,63150,57700,,,,2.93,-8.63,,,,62894.1,57444.66,,,,0.41,0.44,,,,2925000,2925000,,,,75000,39,39,0,0,0
A404120,TIME K신재생에너지액티브,20211029,,일반,KRX 기후변화 솔루션지수,17780,17010,,,,25400,24300,,,,5.7,-4.33,,,,25320.76,24218.67,,,,0.31,0.34,,,,700000,700000,,,,100000,7,7,0,0,0
A404260,KODEX 기후변화솔루션,20211029,,일반,KRX 기후변화 솔루션지수,21699,20794.5,,,,24110,23105,,,,6.02,-4.17,,,,24132.56,23021.6,,,,-0.09,0.36,,,,900000,900000,,,,100000,9,9,0,0,0
A404540,TIGER KRX기후변화솔루션,20211029,,일반,KRX 기후변화 솔루션지수,9752,9320,,,,24380,23300,,,,4.57,-4.43,,,,24325.74,23203.99,,,,0.22,0.41,,,,400000,400000,,,,50000,8,8,0,0,0
A404650,SOL KRX기후변화솔루션,20211029,,일반,KRX 기후변화 솔루션지수,14598,13857,,,,24330,23095,,,,5.51,-5.08,,,,24128.92,23033.19,,,,0.83,0.27,,,,600000,600000,,,,100000,6,6,0,0,0
A407300,HANARO Fn골프테마,20211124,,일반,FnGuide 골프 테마 지수(시장가격),6160,6160,,,,11200,11200,,,,0.81,0,,,,11414.64,11072.06,,,,-1.88,1.16,,,,550000,550000,,,,50000,11,11,0,0,0
A407310,HANARO 200 TOP10,20211124,,일반,KOSPI 200 Top 10 지수(시장가격),21402,19848,,,,17835,16540,,,,3,-7.26,,,,17801.08,16643.64,,,,0.19,-0.62,,,,1200000,1200000,,,,50000,24,24,0,0,0
A407820,에셋플러스 코리아플랫폼액티브,20211116,,일반,FnGuide 플랫폼 지수(Price Return),12249,11574,,,,6805,6430,,,,3.58,-5.51,,,,6790.66,6444.18,,,,0.21,-0.22,,,,1800000,1800000,,,,100000,18,18,0,0,0
A410870,TIME K컬처액티브,20211215,,일반,FnGuide K-컬처 지수,11148.5,10994.5,,,,10135,9995,,,,0.85,-1.38,,,,10194.48,10059.02,,,,-0.58,-0.64,,,,1100000,1100000,,,,100000,11,11,0,0,0
A411540,SOL 200 Top10,20211209,,일반,KOSPI 200 Top 10 지수(시장가격),27345,25612.5,,,,18230,17075,,,,2.27,-6.34,,,,18194.91,17008.76,,,,0.19,0.39,,,,1500000,1500000,,,,100000,15,15,0,0,0
A412560,TIGER BBIG레버리지,20211215,,레버리지,KRX BBIG 레버리지 지수,1110.85,1082.25,,,,1709,1665,,,,10.61,-2.57,,,,1693.48,1625.91,,,,0.92,2.4,,,,650000,650000,,,,50000,13,13,0,0,0
A412570,TIGER 2차전지TOP10레버리지,20211215,,레버리지,KRX 2차전지 TOP 10 레버리지 지수,143443.35,143822.4,,,,1083,1083,,,,11.53,0,,,,1065.37,1082.83,,,,1.65,0.02,,,,132450000,132800000,,,,50000,2649,2656,0,0,0
A413930,WON AI ESG액티브,20220105,,일반,MK-iSelect AI ESG 지수(시장가격지수),16923.5,15276.25,,,,30770,27775,,,,2.93,-9.73,,,,30731.26,27823.54,,,,0.13,-0.17,,,,550000,550000,,,,50000,11,11,0,0,0
A417630,TIGER KEDI혁신기업ESG30,20220208,,일반,KEDI 혁신기업ESG30 지수(시장가격 지수),20217.75,19398.75,,,,19255,18475,,,,3.69,-4.05,,,,19259.83,18344.45,,,,-0.03,0.71,,,,1050000,1050000,,,,50000,21,21,0,0,0
A421320,PLUS 우주항공,20220329,,일반,iSelect 우주항공UAM지수,188926.5,178153.5,,,,28410,26790,,,,6.44,-5.7,,,,28349.02,26665.4,,,,0.22,0.47,,,,6650000,6650000,,,,50000,133,133,0,0,0
A422420,RISE 2차전지액티브,20220408,,일반,iSelect 2차전지 지수 (시장가격지수),201459.6,196752.6,,,,6420,6270,,,,7,-2.34,,,,6400.01,6297.29,,,,0.31,-0.43,,,,31380000,31380000,,,,20000,1569,1569,0,0,0
A427120,RISE AI플랫폼,20220517,,일반,FnGuide AI 플랫폼 지수,3171.2,3030.4,,,,4955,4735,,,,5.54,-4.44,,,,4930.74,4746.62,,,,0.49,-0.24,,,,640000,640000,,,,20000,32,32,0,0,0
A433250,UNICORN R&D 액티브,20220706,,일반,코스피 200,10054,9294,,,,25135,23235,,,,0.02,-7.56,,,,25091.65,23135.75,,,,0.17,0.43,,,,400000,400000,,,,50000,8,8,0,0,0
A433500,ACE 원자력TOP10,20220628,,일반,DeepSearch 원자력 TOP 10 지수 (시장가격지수),224847,209349,,,,53535,49845,,,,9.09,-6.89,,,,53334.93,49998.52,,,,0.38,-0.31,,,,4200000,4200000,,,,100000,42,42,0,0,0
A434730,HANARO 원자력iSelect,20220628,,일반,iSelect 원자력지수 (시장가격),713658,662838,,,,58980,54780,,,,6.39,-7.12,,,,58946.13,54788.84,,,,0.06,-0.02,,,,12100000,12100000,,,,50000,242,242,0,0,0
A434960,DAISHIN343 K200,20220628,,일반,코스피 200,85722,76727,,,,122460,109610,,,,3.17,-10.49,,,,121316.23,109241.63,,,,0.94,0.34,,,,700000,700000,,,,50000,14,14,0,0,0
A438740,MIDAS 중소형액티브,20220817,,일반,코스피 중형주 지수,8013.38,7843.5,,,,35615,34860,,,,5.97,-2.12,,,,35512.78,34137.46,,,,0.29,2.12,,,,225000,225000,,,,75000,3,3,0,0,0
A438900,HANARO Fn K-푸드,20220817,,일반,FnGuide K-푸드 지수 (시장가격),14007.5,13897,,,,10775,10690,,,,1.94,-0.79,,,,10757.05,10685.49,,,,0.17,0.04,,,,1300000,1300000,,,,50000,26,26,0,0,0
A441540,HANARO Fn조선해운,20220915,,일반,FnGuide 조선해운지수,74186,71500,,,,26495,26000,,,,4.21,-1.87,,,,26392.92,25952,,,,0.39,0.18,,,,2800000,2750000,,,,50000,56,55,0,0,0
A441800,TIME Korea플러스배당액티브,20220927,,일반,코스피 200,879171,812977.8,,,,32275,29845,,,,3.95,-7.53,,,,32157.66,29898.49,,,,0.36,-0.18,,,,27240000,27240000,,,,20000,1362,1362,0,0,0
A442090,에셋플러스 코리아대장장이액티브,20220920,,일반,FnGuide 대장장이 지수(Price Return),46837.5,43957.5,,,,31225,29305,,,,2.88,-6.15,,,,31078.75,29264.71,,,,0.47,0.14,,,,1500000,1500000,,,,100000,15,15,0,0,0
A442260,마이티 다이나믹퀀트액티브,20221025,,일반,코스피 200,54553.6,48710.4,,,,42620,38055,,,,2.76,-10.71,,,,42441.23,37975.85,,,,0.42,0.21,,,,1280000,1280000,,,,40000,32,32,0,0,0
A444200,SOL 코리아메가테크액티브,20221018,,일반,KEDI 메가테크지수(PR),593274.5,529074,,,,49855,45220,,,,2.72,-9.3,,,,49657.93,45232.06,,,,0.4,-0.03,,,,11900000,11700000,,,,50000,238,234,0,0,0
A445150,KODEX 친환경조선해운액티브,20221115,,일반,FnGuide K-친환경선박 지수,53770,52810.5,,,,28300,27795,,,,5.48,-1.78,,,,28216.65,27703.24,,,,0.3,0.33,,,,1900000,1900000,,,,50000,38,38,0,0,0
A445290,KODEX 로봇액티브,20221115,,일반,iSelect K-로봇테마 지수,1100722.5,1033680,,,,31050,29200,,,,4.19,-5.96,,,,30941.37,29296.51,,,,0.35,-0.33,,,,35450000,35400000,,,,50000,709,708,0,0,0
A445690,BNK 주주가치액티브,20221027,,일반,FnGuide 주주가치 지수,21037.25,19613.75,,,,32365,30175,,,,2.4,-6.77,,,,32221.97,30158.38,,,,0.44,0.06,,,,650000,650000,,,,50000,13,13,0,0,0
A445910,TIGER MKF배당귀족,20221018,,일반,MKF 배당귀족 지수(시장가격지수),20435,20130,,,,20435,20130,,,,0.54,-1.49,,,,20342.42,20057.64,,,,0.46,0.36,,,,1000000,1000000,,,,50000,20,20,0,0,0
A446700,RISE 배터리 리사이클링,20221101,,일반,iSelect 배터리 리사이클링 지수,11145.1,11015.3,,,,9445,9335,,,,5.18,-1.16,,,,9440.17,9310.26,,,,0.05,0.27,,,,1180000,1180000,,,,20000,59,59,0,0,0
A447430,ACE 주주환원가치주액티브,20221115,,일반,FnGuide 올라운드 가치주 시장가격지수,46551,46713.25,,,,15780,15835,,,,2.37,0.35,,,,15861.94,15782.93,,,,-0.52,0.33,,,,2950000,2950000,,,,50000,59,59,0,0,0
A448100,WON 200,20221216,,일반,코스피 200,136724.5,123260.5,,,,124295,112055,,,,2.68,-9.85,,,,123951.06,111653.95,,,,0.28,0.36,,,,1100000,1100000,,,,25000,44,44,0,0,0
A448570,FOCUS AI코리아액티브,20221115,,일반,코스피지수,43159.5,40614.75,,,,31970,30085,,,,3.83,-5.9,,,,31830.64,30273.42,,,,0.44,-0.62,,,,1350000,1350000,,,,50000,27,27,0,0,0
A449450,PLUS K방산,20230105,,일반,FnGuide K-방위산업 지수,1113390.3,1076715.25,,,,55310,53435,,,,5.96,-3.39,,,,55102.28,53216.08,,,,0.38,0.41,,,,20130000,20150000,,,,50000,402.6,403,0,0,0
A450910,SOL 코스닥150,20230131,,일반,코스닥 150,32384,31027,,,,14080,13490,,,,4.45,-4.19,,,,14166.68,13473.88,,,,-0.61,0.12,,,,2300000,2300000,,,,20000,115,115,0,0,0
A451060,1Q 200액티브,20230131,,일반,코스피 200,469779.75,423852.75,,,,38665,34885,,,,2.68,-9.78,,,,38635.04,34739.9,,,,0.08,0.42,,,,12150000,12150000,,,,150000,81,81,0,0,0
A454320,HANARO CAPEX설비투자iSelect,20230418,,일반,iSelect CAPEX 설비투자 지수(시장가격),106016.25,99462.75,,,,41575,39005,,,,6.19,-6.18,,,,41419.98,39178.7,,,,0.37,-0.44,,,,2550000,2550000,,,,50000,51,51,0,0,0
A455850,SOL AI반도체소부장,20230425,,일반,FnGuide AI 반도체 소부장 지수,1154824.5,1085000,,,,25835,24800,,,,9.8,-4.01,,,,25717.38,24703.62,,,,0.46,0.39,,,,44700000,43750000,,,,50000,894,875,0,0,0
A455860,SOL 2차전지소부장Fn,20230425,,일반,FnGuide 2차전지 소부장 지수(PR),104839,102053,,,,4405,4270,,,,6.4,-3.06,,,,4384.51,4299.61,,,,0.47,-0.69,,,,23800000,23900000,,,,50000,476,478,0,0,0
A457930,BNK 미래전략기술액티브,20230620,,일반,iSelect 미래전략기술 지수 (PR),8514,7962,,,,28380,26540,,,,1.19,-6.48,,,,28278.34,26438.04,,,,0.36,0.39,,,,300000,300000,,,,50000,6,6,0,0,0
A457990,PLUS 태양광&ESS,20230620,,일반,FnGuide 태양광&ESS 지수,109824,109232.5,,,,33280,33610,,,,5.65,0.99,,,,33193.76,33546.92,,,,0.26,0.19,,,,3300000,3250000,,,,50000,66,65,0,0,0
A461450,KODEX 코스닥글로벌,20230629,,일반,코스닥 글로벌 지수,23670,23017.5,,,,15780,15345,,,,7.79,-2.76,,,,15716.88,15301.64,,,,0.4,0.28,,,,1500000,1500000,,,,100000,15,15,0,0,0
A461580,TIGER 코스닥글로벌,20230629,,일반,코스닥 글로벌 지수,11259.5,10958.5,,,,16085,15655,,,,7.09,-2.67,,,,16044.56,15623.51,,,,0.25,0.2,,,,700000,700000,,,,50000,14,14,0,0,0
A461950,KODEX 2차전지핵심소재10,20230704,,일반,FnGuide 2차전지핵심소재10 지수,157842,154012.5,,,,4740,4625,,,,7.6,-2.43,,,,4721.94,4654.69,,,,0.38,-0.64,,,,33300000,33300000,,,,50000,666,666,0,0,0
A462010,TIGER 2차전지소재Fn,20230713,,일반,FnGuide 2차전지소재 (Price Return) 지수,500556,489651.5,,,,4720,4615,,,,6.19,-2.22,,,,4709.58,4627.29,,,,0.22,-0.27,,,,106050000,106100000,,,,50000,2121,2122,0,0,0
A462330,KODEX 2차전지산업레버리지,20230704,,레버리지,FnGuide 2차전지 산업 레버리지(2x) 지수,576622.8,575556.8,,,,962,944,,,,11.86,-1.87,,,,955.29,940.35,,,,0.7,0.39,,,,599400000,609700000,,,,100000,5994,6097,0,0,0
A462900,KoAct 바이오헬스케어액티브,20230803,,일반,iSelect 바이오헬스케어 PR 지수,439413,423280,,,,14820,14300,,,,2.07,-3.51,,,,14768.37,14376.19,,,,0.35,-0.53,,,,29650000,29600000,,,,50000,593,592,0,0,0
A463050,TIME K바이오액티브,20230817,,일반,KRX 헬스케어,260000,250123.75,,,,13000,12475,,,,2.69,-4.04,,,,12959.46,12617.8,,,,0.31,-1.13,,,,20000000,20050000,,,,50000,400,401,0,0,0
A463250,TIGER K방산&우주,20230725,,일반,iSelect K방산&우주,606293.5,577431,,,,36305,34785,,,,6.5,-4.19,,,,36172.12,34760.87,,,,0.37,0.07,,,,16700000,16600000,,,,50000,334,332,0,0,0
A464600,SOL 자동차소부장Fn,20230822,,일반,FnGuide 자동차소부장지수(PR),24295,22715,,,,24295,22715,,,,5.36,-6.5,,,,24181.83,22679.72,,,,0.47,0.16,,,,1000000,1000000,,,,50000,20,20,0,0,0
A464610,SOL 의료기기소부장Fn,20230822,,일반,FnGuide 의료기기소부장지수(PR),16574.25,16369.25,,,,8085,7985,,,,3.39,-1.24,,,,8043.06,7956.67,,,,0.52,0.36,,,,2050000,2050000,,,,50000,41,41,0,0,0
A465330,RISE 2차전지TOP10,20230912,,일반,iSelect 2차전지 TOP10 지수(PR),58938.88,59225,,,,10295,10300,,,,6.41,0.05,,,,10261.53,10274.32,,,,0.33,0.25,,,,5725000,5750000,,,,25000,229,230,0,0,0
A465350,RISE 2차전지TOP10인버스(합성),20230912,,인버스 1X ,iSelect 2차전지 TOP10 인버스 지수(PR),38450,38100,,,,19225,19050,,,,-5.44,-0.91,,,,19403.14,19377.05,,,,-0.92,-1.69,,,,2000000,2000000,,,,25000,80,80,0,0,0
A466810,BNK 2차전지양극재,20231019,,일반,iSelect 2차전지양극재 지수,7873.5,7764.75,,,,5430,5355,,,,7.21,-1.38,,,,5403.43,5389.52,,,,0.49,-0.64,,,,1450000,1450000,,,,50000,29,29,0,0,0
A466920,SOL 조선TOP3플러스,20231005,,일반,FnGuide 조선TOP3플러스지수(PR),1462860,1438320,,,,28350,27660,,,,3.47,-2.43,,,,28283.4,27714.04,,,,0.24,-0.19,,,,51600000,52000000,,,,50000,1032,1040,0,0,0
A466930,SOL 자동차TOP3플러스,20231005,,일반,FnGuide 자동차TOP3플러스지수(PR),310050.5,295172,,,,28445,27080,,,,3.83,-4.8,,,,28384.2,27192.18,,,,0.21,-0.41,,,,10900000,10900000,,,,50000,218,218,0,0,0
A466940,TIGER 은행고배당플러스TOP10,20231017,,일반,FnGuide 은행고배당플러스TOP10 지수(시장가격 지수),828222,829053.5,,,,26760,27005,,,,4.02,0.92,,,,26915.64,27142.94,,,,-0.58,-0.51,,,,30950000,30700000,,,,50000,619,614,0,0,0
A469070,RISE AI&로봇,20231024,,일반,iSelect AI&로봇 지수(시장가격),345437,326010.25,,,,10580,9985,,,,5.48,-5.62,,,,10543.22,10028.51,,,,0.35,-0.43,,,,32650000,32650000,,,,50000,653,653,0,0,0
A469150,ACE AI반도체TOP3+,20231017,,일반,FnGuide AI 반도체 TOP3+ 지수,1201992.5,1082838.25,,,,64450,57445,,,,3.6,-10.87,,,,64206.71,57385.68,,,,0.38,0.1,,,,18650000,18850000,,,,50000,373,377,0,0,0
A469170,ACE 포스코그룹포커스,20231017,,일반,FnGuide 포스코그룹포커스 지수(시장가격),102165.25,100388.75,,,,5335,5215,,,,4.61,-2.25,,,,5323.03,5249.6,,,,0.22,-0.66,,,,19150000,19250000,,,,50000,383,385,0,0,0
A469790,KIWOOM 코리아테크TOP10,20231031,,일반,Solactive K-TechTOP10 Index(PR),37992,29379,,,,47490,41970,,,,2.84,-11.62,,,,47296.09,42216.6,,,,0.41,-0.58,,,,800000,700000,,,,100000,8,7,0,0,0
A470310,UNICORN 생성형AI강소기업액티브,20231121,,일반,iSelect AI 지수,4951.5,4776,,,,16505,15920,,,,3.81,-3.54,,,,16406.35,15854.87,,,,0.6,0.41,,,,300000,300000,,,,50000,6,6,0,0,0
A471760,TIGER AI반도체핵심공정,20231121,,일반,iSelect AI반도체핵심공정지수,141587.25,124381.25,,,,15645,14215,,,,7.64,-9.14,,,,15614.57,14284.86,,,,0.19,-0.49,,,,9050000,8750000,,,,50000,181,175,0,0,0
A471780,TIGER 코리아테크액티브,20231128,,일반,KRX 정보기술,296416.5,267764,,,,40605,36680,,,,6.02,-9.67,,,,40609.11,36569.17,,,,-0.01,0.3,,,,7300000,7300000,,,,10000,730,730,0,0,0
A471990,KODEX AI반도체핵심장비,20231121,,일반,iSelect AI 반도체핵심장비 지수,405657,380791.5,,,,24660,23290,,,,8.78,-5.56,,,,24525.91,23229.13,,,,0.55,0.26,,,,16450000,16350000,,,,50000,329,327,0,0,0
A472150,TIGER 배당커버드콜액티브,20231212,,일반,코스피 200 커버드콜 5% OTM 지수(PR 지수),2303772,2061776.25,,,,23460,20985,,,,2.96,-10.55,,,,23371.17,21003.12,,,,0.38,-0.09,,,,98200000,98250000,,,,10000,9820,9825,0,0,0
A472720,TRUSTON 주주가치액티브,20231214,,일반,코스피 200,14393.6,13553.8,,,,27680,26065,,,,3.15,-5.83,,,,27577.29,25916.52,,,,0.37,0.57,,,,520000,520000,,,,20000,26,26,0,0,0
A472840,IBK 200,20231221,,일반,코스피 200,45181.88,40413.75,,,,120485,107770,,,,3.17,-10.55,,,,119773.83,107981.75,,,,0.59,-0.2,,,,375000,375000,,,,25000,15,15,0,0,0
A474590,WON 반도체밸류체인액티브,20240116,,일반,FnGuide 반도체 밸류체인 (Price Return) 지수,440458,403522.5,,,,50920,46650,,,,6.29,-8.39,,,,51190.6,46538,,,,-0.53,0.24,,,,8650000,8650000,,,,50000,173,173,0,0,0
A475050,ACE KPOP포커스,20240130,,일반,iSelect K-POP 포커스지수(시장가격),111150,107730,,,,7800,7560,,,,2.97,-3.08,,,,7776.05,7578.44,,,,0.31,-0.24,,,,14250000,14250000,,,,50000,285,285,0,0,0
A475300,SOL 반도체전공정,20240214,,일반,FnGuide 반도체 전공정 지수(PR),326777.5,310841.5,,,,24850,24190,,,,14.62,-2.66,,,,24780.76,24174.99,,,,0.28,0.06,,,,13150000,12850000,,,,50000,263,257,0,0,0
A475310,SOL 반도체후공정,20240214,,일반,FnGuide 반도체 후공정 지수(PR),74112.5,69498,,,,26950,25740,,,,10.18,-4.49,,,,26866.96,25678.9,,,,0.31,0.24,,,,2750000,2700000,,,,50000,55,54,0,0,0
A475720,RISE 200위클리커버드콜,20240305,,일반,코스피 200 위클리 커버드콜 ATM 지수,876096,807166.25,,,,14040,12925,,,,2.07,-7.94,,,,14017.07,12965.75,,,,0.16,-0.31,,,,62400000,62450000,,,,50000,1248,1249,0,0,0
A476000,UNICORN 포스트IPO액티브,20240227,,일반,iSelect 포스트 IPO 지수,3286.25,3093.75,,,,5975,5625,,,,5.19,-5.86,,,,6042.89,5618.34,,,,-1.12,0.12,,,,550000,550000,,,,50000,11,11,0,0,0
A476260,HANARO 반도체핵심공정주도주,20240227,,일반,FnGuide 반도체 핵심공정 주도주 지수,60454.75,57934.5,,,,15305,14855,,,,14.86,-2.94,,,,15228.83,14828.96,,,,0.5,0.18,,,,3950000,3900000,,,,50000,79,78,0,0,0
A476850,KoAct 배당성장액티브,20240227,,일반,코스피지수,107962,99429,,,,23470,21615,,,,3.3,-7.9,,,,23435.59,21657.54,,,,0.15,-0.2,,,,4600000,4600000,,,,50000,92,92,0,0,0
A479850,HANARO K-뷰티,20240416,,일반,FnGuide K-뷰티 지수,24060,24615,,,,16040,16410,,,,2.82,2.31,,,,16048.23,16354.24,,,,-0.05,0.34,,,,1500000,1500000,,,,50000,30,30,0,0,0
A482030,KoAct 반도체&2차전지핵심소재액티브,20240514,,일반,iSelect 반도체&2차전지핵심소재 지수,9523.5,9460.5,,,,9070,9010,,,,8.17,-0.66,,,,9123.81,8970.58,,,,-0.59,0.44,,,,1050000,1050000,,,,50000,21,21,0,0,0
A483020,KIWOOM 의료AI,20240528,,일반,FnGuide 의료AI 지수,5715,5541,,,,9525,9235,,,,4.04,-3.04,,,,9499.92,9240.36,,,,0.26,-0.06,,,,600000,600000,,,,50000,12,12,0,0,0
A484880,SOL 금융지주플러스고배당,20240625,,일반,FnGuide 금융지주플러스고배당 지수(PR),353736,354960,,,,23120,23200,,,,5.72,0.35,,,,23088.31,23285.14,,,,0.14,-0.37,,,,15300000,15300000,,,,50000,306,306,0,0,0
A486240,DAISHIN343 AI반도체&인프라액티브,20240618,,일반,FnGuide AI반도체&인프라 지수,109735,100385,,,,32275,29525,,,,6.55,-8.52,,,,32154.35,29399.82,,,,0.38,0.43,,,,3400000,3400000,,,,100000,34,34,0,0,0
A487130,KoAct AI인프라액티브,20240709,,일반,Solactive AI인프라 지수,71093,65032.5,,,,30910,28275,,,,8.34,-8.52,,,,30823.35,28453.58,,,,0.28,-0.63,,,,2300000,2300000,,,,50000,46,46,0,0,0
A487240,KODEX AI전력핵심설비,20240709,,일반,iSelect AI 전력핵심설비 지수(Price Return),3222720,2928797.5,,,,37300,34175,,,,6.51,-8.38,,,,37214.1,34282.21,,,,0.23,-0.31,,,,86400000,85700000,,,,100000,864,857,0,0,0
A487750,BNK 온디바이스AI,20240723,,일반,FnGuide 온디바이스AI 지수,13792,12640,,,,34480,31600,,,,5.36,-8.35,,,,34352.5,30815.21,,,,0.37,2.55,,,,400000,400000,,,,50000,8,8,0,0,0
A488080,TIGER 반도체TOP10레버리지,20240723,,레버리지,FnGuide 반도체TOP10레버리지(2x) 지수(PR),634284.25,485803.75,,,,54445,41345,,,,7.84,-24.06,,,,54112.34,41038.93,,,,0.61,0.75,,,,11650000,11750000,,,,50000,233,235,0,0,0
A488200,KIWOOM K-2차전지북미공급망,20240723,,일반,Solactive K-Battery North America Supply Chain 지수,8962.5,8745,,,,11950,11660,,,,7.42,-2.43,,,,11895.03,11613.06,,,,0.46,0.4,,,,750000,750000,,,,50000,15,15,0,0,0
A488210,KIWOOM K-반도체북미공급망,20240723,,일반,Solactive K-Semiconductor North America Supply Chain 지수,4996,4593,,,,24980,22965,,,,7.72,-8.07,,,,24703.11,22967.64,,,,1.12,-0.01,,,,200000,200000,,,,50000,4,4,0,0,0
A489030,PLUS 고배당주위클리커버드콜,20240813,,일반,코스피 고배당 위클리 콜매도 ATM 지수,291322.5,296692.5,,,,6510,6630,,,,2.52,1.84,,,,6502.92,6646.7,,,,0.11,-0.25,,,,44750000,44750000,,,,50000,895,895,0,0,0
A490480,SOL K방산,20241002,,일반,KEDI K방산 지수(PR),85550,83190,,,,29000,28200,,,,3.28,-2.76,,,,29160.97,28152.03,,,,-0.55,0.17,,,,2950000,2950000,,,,50000,59,59,0,0,0
A491220,PLUS 200TR,20240910,,일반,코스피 200 TR지수,64305,57892.5,,,,142900,128650,,,,2.64,-9.97,,,,142767.49,128570.56,,,,0.09,0.06,,,,450000,450000,,,,50000,9,9,0,0,0
A491510,파워 K-주주가치액티브,20240924,,일반,FnGuide K-주주가치 지수,16339.5,15889.5,,,,18155,17655,,,,3.86,-2.75,,,,18071.6,17821.75,,,,0.46,-0.94,,,,900000,900000,,,,50000,18,18,0,0,0
A491700,HK 200,20240910,,일반,코스피 200,73410,65790,,,,122350,109650,,,,3.98,-10.38,,,,121234.81,109284.87,,,,0.92,0.33,,,,600000,600000,,,,50000,12,12,0,0,0
A491820,HANARO 전력설비투자,20240924,,일반,iSelect 전력설비투자 지수,169138,151441,,,,44510,40930,,,,6.13,-8.04,,,,44525.98,41041.57,,,,-0.04,-0.27,,,,3800000,3700000,,,,50000,76,74,0,0,0
A494220,UNICORN SK하이닉스밸류체인액티브,20241107,,일반,FnGuide SK하이닉스밸류체인 지수,203463,179945,,,,54990,49300,,,,8.24,-10.35,,,,54787.29,49281.85,,,,0.37,0.04,,,,3700000,3650000,,,,50000,74,73,0,0,0
A494310,KODEX 반도체레버리지,20241022,,레버리지,KRX 반도체 레버리지 지수,1375145,1106413.5,,,,120100,96630,,,,6.47,-19.54,,,,121547.95,95124.44,,,,-1.19,1.58,,,,11450000,11450000,,,,50000,229,229,0,0,0
A494330,ACE 라이프자산주주가치액티브,20241015,,일반,FnGuide 기업가치 지수(시장가격),151501.25,151732.25,,,,31895,31285,,,,2.56,-1.91,,,,31874.55,31562.31,,,,0.06,-0.88,,,,4750000,4850000,,,,50000,95,97,0,0,0
A494670,TIGER 조선TOP10,20241022,,일반,iSelect 조선TOP10 Index(PR),559413.75,546157.5,,,,22155,21630,,,,3.24,-2.37,,,,22070.19,21644.57,,,,0.38,-0.07,,,,25250000,25250000,,,,50000,505,505,0,0,0
A494890,KODEX 200액티브,20241029,,일반,코스피 200,1206502,1090100.5,,,,34870,31415,,,,2.86,-9.91,,,,34809.78,31309.82,,,,0.17,0.34,,,,34600000,34700000,,,,100000,346,347,0,0,0
A495040,PLUS 코리아밸류업,20241104,,일반,코리아 밸류업 지수,98322,90720,,,,35115,32400,,,,2.68,-7.73,,,,35249.78,32463.07,,,,-0.38,-0.19,,,,2800000,2800000,,,,50000,56,56,0,0,0
A495050,RISE 코리아밸류업,20241104,,일반,코리아 밸류업 지수,1059828,976800,,,,35805,33000,,,,3.21,-7.83,,,,35764.57,32939.69,,,,0.11,0.18,,,,29600000,29600000,,,,50000,592,592,0,0,0
A495060,TIME 코리아밸류업액티브,20241104,,일반,코리아 밸류업 지수,263799.25,239464.25,,,,33605,30505,,,,4.25,-9.22,,,,33520.1,30482.47,,,,0.25,0.07,,,,7850000,7850000,,,,50000,157,157,0,0,0
A495230,KoAct 코리아밸류업액티브,20241104,,일반,코리아 밸류업 지수,303874.5,278140.75,,,,35130,32155,,,,3.78,-8.47,,,,34988.92,32122.28,,,,0.4,0.1,,,,8650000,8650000,,,,50000,173,173,0,0,0
A495330,1Q 코리아밸류업,20241104,,일반,코리아 밸류업 지수,152349,139535,,,,35430,32450,,,,2.44,-8.41,,,,35349.45,32565.7,,,,0.23,-0.36,,,,4300000,4300000,,,,100000,43,43,0,0,0
A495550,SOL 코리아밸류업TR,20241104,,일반,코리아 밸류업 TR 지수,217800,200610,,,,36300,33435,,,,2.27,-7.89,,,,36237.43,33437.04,,,,0.17,-0.01,,,,6000000,6000000,,,,50000,120,120,0,0,0
A495750,HANARO 코리아밸류업,20241104,,일반,코리아 밸류업 지수,85320,77952,,,,35550,32480,,,,3.8,-8.64,,,,35491.39,32745.46,,,,0.17,-0.81,,,,2400000,2400000,,,,50000,48,48,0,0,0
A495850,KODEX 코리아밸류업,20241104,,일반,코리아 밸류업 지수,793983.75,729727.5,,,,35525,32650,,,,2.97,-8.09,,,,35507.86,32748.24,,,,0.05,-0.3,,,,22350000,22350000,,,,50000,447,447,0,0,0
A496080,TIGER 코리아밸류업,20241104,,일반,코리아 밸류업 지수,564577,520168.5,,,,35620,32715,,,,2.98,-8.16,,,,35516.49,32783.78,,,,0.29,-0.21,,,,15850000,15900000,,,,50000,317,318,0,0,0
A496090,KIWOOM 코리아밸류업,20241104,,일반,코리아 밸류업 지수,115927.5,105950,,,,35670,32600,,,,4.07,-8.61,,,,35536.18,32765.04,,,,0.38,-0.5,,,,3250000,3250000,,,,50000,65,65,0,0,0
A496120,ACE 코리아밸류업,20241104,,일반,코리아 밸류업 지수,29596,27140,,,,36995,33925,,,,3.29,-8.3,,,,36907.7,34024.5,,,,0.24,-0.29,,,,800000,800000,,,,50000,16,16,0,0,0
