,Account,W200300,R102300,W202100,W200100,S102100,S102100,S102100,S102100,S102100,S100100,S100100,S100100,S100100,S100100,S100500,S100500,S100500,S100500,S100500,W201100,W201100,W201100,W201100,W201100,W201200,W201200,W201200,W201200,W201200,S101500,S101500,S101500,S101500,S101500,W402600,,,,,
,Period, ,,, ,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,num_cu_20260703,num_cu_20260706,num_cu_20260707,num_cu_20260708,num_cu_20260709
,Unit,Txt,Txt,Txt,Txt,Local mn,Local mn,Local mn,Local mn,Local mn,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Shares,Shares,Shares,Shares,Shares,X,,,,,
,Base Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Name,상장일,상장폐지일,"ETF레버리지,인버스구분",ETF기초지수명,시가총액,시가총액,시가총액,시가총액,시가총액,종가,종가,종가,종가,종가,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,상장주식수,상장주식수,상장주식수,상장주식수,상장주식수,CU구성좌수,,,,,
A266360,KODEX K콘텐츠,20170328,,일반,KRX K콘텐츠,33610.5,33726,34435.5,34023,32620.5,10185,10220,10435,10310,9885,-2.02,0.34,2.1,-1.2,-4.12,10138.07,10189.59,10425.23,10283.23,9955.62,0.46,0.3,0.09,0.26,-0.71,3300000,3300000,3300000,3300000,3300000,100000,33,33,33,33,33
A266370,KODEX IT,20170328,,일반,KRX 정보기술,135192,131768,130900,122459.5,125230.5,84495,82355,77000,72035,73665,4.44,-2.53,-6.5,-6.45,2.26,84804.34,82200.04,77119.72,71827.79,73715.73,-0.36,0.19,-0.16,0.29,-0.07,1600000,1600000,1700000,1700000,1700000,100000,16,16,17,17,17
A266390,KODEX 경기소비재,20170328,,일반,KRX 경기소비재,14836.5,14656.5,14917.5,14638.5,13963.5,16485,16285,16575,16265,15515,-0.63,-1.21,1.78,-1.87,-4.61,16534.52,16377.09,16662.3,16331.85,15611.56,-0.3,-0.56,-0.52,-0.41,-0.62,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A266410,KODEX 필수소비재,20170328,,일반,KRX 필수소비재,12810,12761,13426,13062,12544,9150,9115,9590,9330,8960,-1.61,-0.38,5.21,-2.71,-3.97,9189.33,9153.46,9599.35,9371.66,8998.92,-0.43,-0.42,-0.1,-0.44,-0.43,1400000,1400000,1400000,1400000,1400000,200000,7,7,7,7,7
A266420,KODEX 헬스케어,20170328,,일반,KRX 헬스케어,73472,70889,72037,68962,68675,17920,17290,17570,16820,16750,0.9,-3.52,1.62,-4.27,-0.42,17844.58,17284.59,17638.69,16843.63,16604.6,0.42,0.03,-0.39,-0.14,0.88,4100000,4100000,4100000,4100000,4100000,100000,41,41,41,41,41
A266550,PLUS 중형주저변동50,20170328,,일반,FnGuide 중형주저변동50지수,9322.5,9365,4757.5,4616.25,4505,18645,18730,19030,18465,18020,-0.53,0.46,1.6,-2.97,-2.41,18774.36,18780.01,18964.19,18491.76,18178.7,-0.69,-0.27,0.35,-0.14,-0.87,500000,500000,250000,250000,250000,50000,10,10,5,5,5
A267770,TIGER 200선물레버리지,20170425,,레버리지,코스피 200 선물레버리지지수,302280,297440,268026,240009,243639,137400,135200,121830,109095,110745,11.82,-1.6,-9.89,-10.45,1.51,137469.57,135648.96,123594.38,108680.02,110463.83,-0.05,-0.33,-1.43,0.38,0.25,2200000,2200000,2200000,2200000,2200000,100000,22,22,22,22,22
A270800,RISE KQ고배당,20170707,,일반,FnGuide KQ고배당포커스지수,8698.25,8632.25,8428.75,8230.75,8153.75,15815,15695,15325,14965,14825,1.12,-0.76,-2.36,-2.35,-0.94,15909.99,15717.28,15464.76,14966.5,14892.11,-0.6,-0.14,-0.9,-0.01,-0.45,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A270810,RISE 코스닥150,20170616,,일반,코스닥 150,347729.2,335027,329416.5,309150,314188,15145,14630,14385,13500,13720,-1.27,-3.4,-1.67,-6.15,1.63,15183.81,14700.7,14465.32,13508.43,13700.93,-0.26,-0.48,-0.56,-0.06,0.14,22960000,22900000,22900000,22900000,22900000,20000,1148,1145,1145,1145,1145
A275280,KODEX 모멘텀주,20170711,,일반,MSCI Korea IMI Momentum Capped,41804,41104,38808,36092,36960,52255,51380,48510,45115,46200,5.51,-1.67,-5.59,-7,2.4,52041.06,51286.74,48324.78,45389.76,45938.7,0.41,0.18,0.38,-0.61,0.57,800000,800000,800000,800000,800000,100000,8,8,8,8,8
A275290,KODEX 가치주,20170711,,일반,MSCI Korea IMI Enhanced Value Capped,36436.5,36004.5,34258.5,32706,33237,40485,40005,38065,36340,36930,4.61,-1.19,-4.85,-4.53,1.62,40317.56,40099.83,38244.65,36509.53,36782.68,0.42,-0.24,-0.47,-0.46,0.4,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A275300,KODEX 우량주,20170711,,일반,MSCI Korea IMI Quality Capped,61676,60511.5,57273,54578.5,54672,36280,35595,33690,32105,32160,2.54,-1.89,-5.35,-4.7,0.17,36143.37,35658.05,33859.25,31981.69,32195.54,0.38,-0.18,-0.5,0.39,-0.11,1700000,1700000,1700000,1700000,1700000,100000,17,17,17,17,17
A275750,RISE 코스닥150선물인버스,20170801,,인버스 1X ,F-코스닥150 인버스지수,2223,2295,2326.5,2466,2416.5,2470,2550,2585,2740,2685,1.86,3.24,1.37,6,-2.01,2472.83,2550.34,2592.97,2758.2,2696.27,-0.11,-0.01,-0.31,-0.66,-0.42,900000,900000,900000,900000,900000,50000,18,18,18,18,18
A277630,TIGER 코스피,20170831,,일반,코스피지수,519213.75,512125.5,492922.5,463173,464118.5,84425,83955,80150,75930,76085,5.08,-0.56,-4.53,-5.27,0.2,84391.03,84007.84,79892.07,75618.04,76097.14,0.04,-0.06,0.32,0.41,-0.02,6150000,6100000,6150000,6100000,6100000,50000,123,122,123,122,122
A277640,TIGER 코스피대형주,20170831,,일반,코스피 대형주 지수,82963.25,82325,80028,76104.5,76579.5,44845,44500,42120,40055,40305,5.21,-0.77,-5.35,-4.9,0.62,44861.06,44653.17,42331.97,40003.54,40316.7,-0.04,-0.34,-0.5,0.13,-0.03,1850000,1850000,1900000,1900000,1900000,50000,37,37,38,38,38
A277650,TIGER 코스피중형주,20170831,,일반,코스피 중형주 지수,8556,8474,4213,4053,4023,21390,21185,21065,20265,20115,-1.2,-0.96,-0.57,-3.8,-0.74,21545.1,21419.44,21203.96,20405.67,20193.37,-0.72,-1.09,-0.66,-0.69,-0.39,400000,400000,200000,200000,200000,50000,8,8,4,4,4
A278240,RISE 코스닥150선물레버리지,20170831,,레버리지,F-코스닥150 레버리지지수,68681.25,65087,61799.1,54358.1,56085.4,10175,9700,9210,8065,8260,-3.19,-4.67,-5.05,-12.43,2.42,10121.93,9476.99,9160.1,7991.36,8325.16,0.52,2.35,0.54,0.92,-0.78,6750000,6710000,6710000,6740000,6790000,10000,675,671,671,674,679
A278530,KODEX 200TR,20171121,,일반,코스피 200 TR지수,8869687.5,8795145.75,8375625,7931965.5,7991634,47305,46945,44670,42270,42520,6.09,-0.76,-4.85,-5.37,0.59,47268.39,47041.38,44583.78,42139.03,42540.27,0.08,-0.2,0.19,0.31,-0.05,187500000,187350000,187500000,187650000,187950000,150000,1250,1249,1250,1251,1253
A278540,KODEX MSCI Korea TR,20171109,,일반,MSCI Korea TR Index,3072587.5,3064350,2890044.5,2588976,2623750,46625,46500,43855,41490,41980,6.18,-0.27,-5.69,-5.39,1.18,46602.9,46434.67,43884.67,41423.56,41871.03,0.05,0.14,-0.07,0.16,0.26,65900000,65900000,65900000,62400000,62500000,100000,659,659,659,624,625
A279530,KODEX 고배당주,20171017,,일반,FnGuide 고배당 Plus 지수,333830,334210,332860,324490,319060.5,17570,17590,17800,17540,17435,2.12,0.11,1.19,-1.46,-0.6,17596.72,17689,17844.23,17517.46,17577.89,-0.15,-0.56,-0.25,0.13,-0.81,19000000,19000000,18700000,18500000,18300000,100000,190,190,187,185,183
A279540,KODEX 최소변동성,20171017,,일반,KRX 최소변동성 지수,14052,13878,13569,12939,12684,23420,23130,22615,21565,21140,1.63,-1.24,-2.23,-4.64,-1.97,23574.1,23165.4,22626.06,21477.29,21482.12,-0.65,-0.15,-0.05,0.41,-1.59,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A280920,PLUS 주도업종,20171017,,일반,FnGuide 주도업종 지수,14949,14514.5,14074.5,13282.5,12875.5,27180,26390,25590,24150,23410,3.66,-2.91,-3.03,-5.63,-3.06,27209.25,27129.21,25739.75,24240.31,23700.78,-0.11,-2.72,-0.58,-0.37,-1.23,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A281990,RISE 중소형고배당,20171102,,일반,FnGuide 중소형고배당포커스지수(시장가격지수),9688.25,9685.5,9699.25,9597.5,9495.75,17615,17610,17635,17450,17265,0.34,-0.03,0.14,-1.05,-1.06,17649.16,17651.81,17753.33,17441.14,17365.52,-0.19,-0.24,-0.67,0.05,-0.58,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A284980,RISE 200금융,20171208,,일반,코스피 200 금융,20794.5,21100.5,20961,20565,20025,23105,23445,23290,22850,22250,3.59,1.47,-0.66,-1.89,-2.63,23189.94,23498.05,23487.96,22806.94,22247.45,-0.37,-0.23,-0.84,0.19,0.01,900000,900000,900000,900000,900000,20000,45,45,45,45,45
A285690,FOCUS ESG리더스,20171213,,일반,KRX ESG Leaders 150,8111.25,8048.25,7777,7486.5,7465.5,23175,22995,22220,21390,21330,1.44,-0.78,-3.37,-3.74,-0.28,23135.9,22903.51,22384.46,21399.86,21130.56,0.17,0.4,-0.73,-0.05,0.94,350000,350000,350000,350000,350000,50000,7,7,7,7,7
A289040,KODEX MSCI KOREA ESG유니버설,20180207,,일반,MSCI Korea ESG Universal Capped Index,23676,23244,22158,21309,21339,39460,38740,36930,35515,35565,2.45,-1.82,-4.67,-3.83,0.14,39310.92,38950.06,37157.04,35180.8,35446.3,0.38,-0.54,-0.61,0.95,0.33,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A289250,TIGER MSCI KOREA ESG유니버설,20180207,,일반,MSCI Korea ESG Universal Index,27218.4,28172.7,26696.1,25367.85,25385.1,41240,40830,38690,36765,36790,5.51,-0.99,-5.24,-4.98,0.07,41237.96,40812.74,38914.1,36866.28,37164.6,0,0.04,-0.58,-0.27,-1.01,660000,690000,690000,690000,690000,30000,22,23,23,23,23
A289260,TIGER MSCI KOREA ESG리더스,20180207,,일반,MSCI Korea Country ESG Leaders Capped Index,20466,19848,18828,18030,18096,34110,33080,31380,30050,30160,4.12,-3.02,-5.14,-4.24,0.37,34044.8,33050.71,31614.53,29955.81,30321.92,0.19,0.09,-0.74,0.31,-0.53,600000,600000,600000,600000,600000,30000,20,20,20,20,20
A289480,TIGER 200커버드콜,20180209,,일반,코스피 200 커버드콜 ATM 지수,28819,29118,28520,27991,28347.5,12530,12660,12400,12170,12325,5.69,1.04,-2.05,-1.85,1.27,12690.31,12717.39,12634.55,12255.64,12403.35,-1.26,-0.45,-1.86,-0.7,-0.63,2300000,2300000,2300000,2300000,2300000,100000,23,23,23,23,23
A290080,RISE 200고배당커버드콜ATM,20180227,,일반,코스피 200 고배당커버드콜 ATM 지수(시장가격지수),11243.75,11191.25,11506.25,11725,11646.25,6425,6395,6575,6700,6655,3.63,-0.47,2.81,1.9,-0.67,6423.3,6497.05,6806.39,6807.55,6732.56,0.03,-1.57,-3.4,-1.58,-1.15,1750000,1750000,1750000,1750000,1750000,50000,35,35,35,35,35
A290130,RISE ESG사회책임투자,20180227,,일반,KRX ESG 사회책임경영(S)지수,696420,717797.25,703134,683253,706226,58035,57195,53880,51180,52120,5.45,-1.45,-5.8,-5.01,1.84,57921.6,57237.42,54082.38,51054.19,51905.53,0.2,-0.07,-0.37,0.25,0.41,12000000,12550000,13050000,13350000,13550000,50000,240,251,261,267,271
A291620,KIWOOM 코스닥150선물인버스,20180316,,인버스 1X ,F-코스닥150 인버스지수,2610,2697,2733,2764.5,2713.2,4350,4495,4555,4850,4760,1.4,3.33,1.33,6.48,-1.86,4359.69,4496.05,4571.34,4864.37,4755.82,-0.22,-0.02,-0.36,-0.3,0.09,600000,600000,600000,570000,570000,10000,60,60,60,57,57
A291630,KIWOOM 코스닥150선물레버리지,20180316,,레버리지,F-코스닥150 레버리지지수,4854.8,4531.5,4404.3,3978.5,4121.6,4580,4275,4155,3650,3680,-4.58,-6.66,-2.81,-12.15,0.82,4521.87,4236.97,4099.11,3575.78,3731.65,1.29,0.9,1.36,2.08,-1.38,1060000,1060000,1060000,1090000,1120000,10000,106,106,106,109,112
A292050,RISE KRX300,20180326,,일반,KRX 300,20671,20552,19360.25,18480,18480,59060,58720,55315,52800,52800,5.96,-0.58,-5.8,-4.55,0,58998.73,58658.16,55664.89,52553.88,53111.88,0.1,0.11,-0.63,0.47,-0.59,350000,350000,350000,350000,350000,50000,7,7,7,7,7
A292150,TIGER 코리아TOP10,20180330,,일반,FnGuide TOP10 지수,2368756.5,2361088,2268696.75,2152012.5,2164162,46310,46115,43755,41625,41860,6.71,-0.42,-5.12,-4.87,0.56,46064.42,45867.74,43677.73,41489.05,41887.37,0.53,0.54,0.18,0.33,-0.07,51150000,51200000,51850000,51700000,51700000,50000,1023,1024,1037,1034,1034
A292160,TIGER KRX300,20180326,,일반,KRX 300,28935,28725,27085,25787.5,26137.5,57870,57450,54170,51575,52275,7.03,-0.73,-5.71,-4.79,1.36,57606.91,57276.53,54368.41,51354.26,51875.19,0.46,0.3,-0.36,0.43,0.77,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A292190,KODEX KRX300,20180326,,일반,KRX 300,97308,96679,86256,81776,82576,57240,56870,53910,51110,51610,5.15,-0.65,-5.2,-5.19,0.98,57464.46,57137.39,54218.57,51195.67,51731.33,-0.39,-0.47,-0.57,-0.17,-0.23,1700000,1700000,1600000,1600000,1600000,100000,17,17,16,16,16
A292500,SOL KRX300,20180326,,일반,KRX 300,29482.5,29072.5,27562.5,26095,26135,58965,58145,55125,52190,52270,7.06,-1.39,-5.19,-5.32,0.15,58724.41,58380.32,55412.01,52334.94,52850.07,0.41,-0.4,-0.52,-0.28,-1.1,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A293180,HANARO 200,20180330,,일반,코스피 200,596209.25,593138,564131.75,521050.5,524922,131035,130360,123985,117090,117960,5.69,-0.52,-4.89,-5.56,0.74,131018.69,130395.88,123619.77,116838.27,117978.66,0.01,-0.03,0.3,0.22,-0.02,4550000,4550000,4550000,4450000,4450000,50000,91,91,91,89,89
A294400,KIWOOM 200TR,20180423,,일반,코스피 200 TR지수,2178367.5,2156635.25,2048983.75,1943671.5,1960880,171525,170485,161975,153045,154400,5.81,-0.61,-4.99,-5.51,0.89,171200.02,170372.58,161477.83,152674.22,154152.76,0.19,0.07,0.31,0.24,0.16,12700000,12650000,12650000,12700000,12700000,50000,254,253,253,254,254
A295040,SOL 200TR,20180423,,일반,코스피 200 TR지수,976552.5,985871.25,953314.5,912917.25,917608.5,48950,48685,46390,43785,44010,5.81,-0.54,-4.71,-5.62,0.51,48949.49,48710.39,46191.11,43639.13,44065.61,0,-0.05,0.43,0.33,-0.13,19950000,20250000,20550000,20850000,20850000,150000,133,135,137,139,139
A300610,TIGER K게임,20180724,,일반,WISE K게임 테마 지수,13716,13560,13740,13704,12784,5715,5650,5725,5710,5440,-0.17,-1.14,1.33,-0.26,-4.73,5684.73,5664.5,5753.49,5706.87,5655.97,0.53,-0.26,-0.5,0.05,-3.82,2400000,2400000,2400000,2400000,2350000,50000,48,48,48,48,47
A300640,RISE 게임테마,20180724,,일반,WISE 게임 테마 지수 (시장가격지수),23063.25,23063.25,23563.5,23218.5,23097.75,6685,6685,6830,6730,6695,-2.05,0,2.17,-1.46,-0.52,6728.78,6718.81,6828.26,6765.48,6709.54,-0.65,-0.5,0.03,-0.52,-0.22,3450000,3450000,3450000,3450000,3450000,50000,69,69,69,69,69
A300950,KODEX 게임산업,20180724,,일반,FnGuide 게임 산업 지수,27278,27002,27554,26752.5,26460,5930,5870,5990,5945,5880,-1.5,-1.01,2.04,-0.75,-1.09,5906.06,5863.55,6001.77,5971.5,5872.38,0.41,0.11,-0.2,-0.44,0.13,4600000,4600000,4600000,4500000,4500000,100000,46,46,46,45,45
A301400,PLUS 코스닥150,20180705,,일반,코스닥 150,10766,10402,10279.5,9611,9716,15380,14860,14685,13730,13880,-1.13,-3.38,-1.18,-6.5,1.09,15429.67,14937.37,14697.71,13723.23,13918.44,-0.32,-0.52,-0.09,0.05,-0.28,700000,700000,700000,700000,700000,50000,14,14,14,14,14
A302450,RISE 코스피,20180724,,일반,코스피지수,248316.25,245027,234952.75,220925.5,220586.25,84175,83060,79645,74890,74775,2.46,-1.32,-4.11,-5.97,-0.15,83878.35,83498.1,79381.96,75100.89,75603.28,0.35,-0.52,0.33,-0.28,-1.1,2950000,2950000,2950000,2950000,2950000,50000,59,59,59,59,59
A304760,HANARO KRX300,20180814,,일반,KRX 300,22464,22558,21214,20238,20466,56160,56395,53035,50595,51165,1.65,0.42,-5.96,-4.6,1.13,56493.36,56165.56,53315.49,50368.82,50868.42,-0.59,0.41,-0.53,0.45,0.58,400000,400000,400000,400000,400000,50000,8,8,8,8,8
A304770,HANARO 코스닥150,20180814,,일반,코스닥 150,22199.3,21527.7,21191.9,19834.1,20067.7,15205,14745,14515,13585,13745,-0.91,-3.03,-1.56,-6.41,1.18,15287.53,14802.75,14567.13,13608.25,13801.63,-0.54,-0.39,-0.36,-0.17,-0.41,1460000,1460000,1460000,1460000,1460000,20000,73,73,73,73,73
A304780,HANARO 200선물레버리지,20180814,,레버리지,코스피 200 선물레버리지지수,90729,88425,80523,71988.75,72895.5,201620,196500,178940,159975,161990,11.81,-2.54,-8.94,-10.6,1.26,201494.19,198859.05,180961.63,159312.26,161883.63,0.06,-1.19,-1.12,0.42,0.07,450000,450000,450000,450000,450000,50000,9,9,9,9,9
A305050,ACE 코스피,20181005,,일반,코스피지수,50592,49959,47487,45321,45828,84320,83265,79145,75535,76380,5.53,-1.25,-4.95,-4.56,1.12,83952.74,83570.27,79467.72,75212.24,75685.73,0.44,-0.37,-0.41,0.43,0.92,600000,600000,600000,600000,600000,50000,12,12,12,12,12
A305540,TIGER 2차전지테마,20180912,,일반,WISE 2차전지 테마 지수,891000,875017.75,854122.5,808408.25,804578.25,18000,17695,17255,16315,16205,0.73,-1.69,-2.49,-5.45,-0.67,17925.93,17631.65,17235.33,16247.92,16112.87,0.41,0.36,0.11,0.41,0.57,49500000,49450000,49500000,49550000,49650000,50000,990,989,990,991,993
A305720,KODEX 2차전지산업,20180912,,일반,FnGuide 2차전지 산업 지수,1659743.5,1579760,1518561.5,1447875,1432775,14395,14105,13595,12870,12850,1.37,-2.01,-3.62,-5.33,-0.16,14328.94,14063.2,13696.95,12901.03,12796.72,0.46,0.3,-0.74,-0.24,0.42,115300000,112000000,111700000,112500000,111500000,100000,1153,1120,1117,1125,1115
A306520,HANARO 200선물인버스,20180918,,인버스 1X ,코스피 200 선물인버스 지수,1305,1323,1389,1452,1437,2175,2205,2315,2420,2395,-5.23,1.38,4.99,4.54,-1.03,2184.61,2198.67,2292.82,2422.77,2402.01,-0.44,0.29,0.97,-0.11,-0.29,600000,600000,600000,600000,600000,50000,12,12,12,12,12
A306530,HANARO 코스닥150선물레버리지,20180918,,레버리지,F-코스닥150 레버리지지수,3435.2,3207.2,3110.3,2872,2948,9040,8440,8185,7180,7370,-3.11,-6.64,-3.02,-12.28,2.65,9023.34,8457.27,8177.03,7133.9,7437.05,0.18,-0.2,0.1,0.65,-0.9,380000,380000,380000,400000,400000,20000,19,19,19,20,20
A306950,KODEX KRX300레버리지,20181016,,레버리지,KRX300레버리지,99904,98876,87760,79596,80448,124880,123595,109700,99495,100560,9.95,-1.03,-11.24,-9.3,1.07,125294.21,125803.4,110140.97,97909.04,99493.62,-0.33,-1.76,-0.4,1.62,1.07,800000,800000,800000,800000,800000,100000,8,8,8,8,8
A307510,TIGER 의료기기,20181108,,일반,FnGuide 의료기기 지수,6990,6750,5528,5278,5194,13980,13500,13820,13195,12985,-0.14,-3.43,2.37,-4.52,-1.59,13915.06,13588.95,13847.45,13305.86,13065.54,0.47,-0.65,-0.2,-0.83,-0.62,500000,500000,400000,400000,400000,50000,10,10,8,8,8
A307520,TIGER 지주회사,20181108,,일반,FnGuide 지주회사 지수,327323.5,322372.75,312645,298555,289219.25,22810,22465,21940,21025,20585,0.88,-1.51,-2.34,-4.17,-2.09,22758.16,22590.74,22047.49,21066.1,20622.28,0.23,-0.56,-0.49,-0.2,-0.18,14350000,14350000,14250000,14200000,14050000,50000,287,287,285,284,281
A310960,TIGER 200TR,20181120,,일반,코스피 200 TR지수,395876,394160,383110.5,362149,355784,76130,75800,72285,68330,68420,5.54,-0.43,-4.64,-5.47,0.13,76216.47,75856.38,71938.44,67927.51,68639.04,-0.11,-0.07,0.48,0.59,-0.32,5200000,5200000,5300000,5300000,5200000,100000,52,52,53,53,52
A310970,TIGER MSCI Korea TR,20181120,,일반,MSCI Korea TR Index,5319518,5286830,5024872,4692998,4767000,58585,58225,55340,51685,52500,6.36,-0.61,-4.96,-6.6,1.58,58531.06,58320.29,55117.89,52032.03,52591.07,0.09,-0.16,0.4,-0.67,-0.17,90800000,90800000,90800000,90800000,90800000,100000,908,908,908,908,908
A314700,HANARO 농업융복합산업,20181221,,일반,FnGuide 농업융복합산업지수(시장가격),6055.5,5964.75,6019.75,5846.5,5761.25,11010,10845,10945,10630,10475,-0.72,-1.5,0.92,-2.88,-1.46,11022.49,10901.72,11016.03,10683.56,10418.35,-0.11,-0.52,-0.64,-0.5,0.54,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A315270,TIGER 200커뮤니케이션서비스,20190115,,일반,코스피 200 커뮤니케이션서비스,5128.5,5110.3,4830,4731.6,4674,19725,19655,20125,19715,19475,-1.18,-0.35,2.39,-2.04,-1.22,19690.08,19770.87,20055.41,19826.13,19679.16,0.18,-0.59,0.35,-0.56,-1.04,260000,260000,240000,240000,240000,20000,13,13,12,12,12
A315930,KODEX Top5PlusTR,20190122,,일반,FnGuide TOP 5 Plus Total Return 지수,1661676,1668136.5,1592800,1531200,1519962.5,93880,94245,90500,87000,86855,5.13,0.39,-3.97,-3.87,-0.17,94060.05,94578.84,90615.59,86914.74,86994.84,-0.19,-0.35,-0.13,0.1,-0.16,17700000,17700000,17600000,17600000,17500000,100000,177,177,176,176,175
A315960,RISE 대형고배당10TR,20190122,,일반,WISE 대형고배당10 TR 지수,635800,636174,606662,582250,585812,93500,93555,89215,85000,85520,6.11,0.06,-4.64,-4.72,0.61,93364.7,93839.42,89580.68,85406.72,85544.99,0.14,-0.3,-0.41,-0.48,-0.03,6800000,6800000,6800000,6850000,6850000,50000,136,136,136,137,137
A316670,KIWOOM 코스닥150,20190122,,일반,코스닥 150,41029.4,40489.2,40544,38453.6,39462.5,7570,7335,7240,6770,6875,-1.75,-3.1,-1.3,-6.49,1.55,7613.16,7371.46,7253.32,6773.2,6869.11,-0.57,-0.49,-0.18,-0.05,0.09,5420000,5520000,5600000,5680000,5740000,20000,271,276,280,284,287
A322400,HANARO e커머스,20190423,,일반,FnGuide E커머스 지수(시장가격),36535.5,36138.75,36259.5,35414.25,34569,10590,10475,10510,10265,10020,0.52,-1.09,0.33,-2.33,-2.39,10540.56,10555,10586.26,10262.92,10095.26,0.47,-0.76,-0.72,0.02,-0.75,3450000,3450000,3450000,3450000,3450000,50000,69,69,69,69,69
A322410,HANARO K고배당,20190423,,일반,FnGuide 고배당 알파 지수 (시장가격),43310.5,42411.25,42402,41717.5,41107,22795,22925,22920,22550,22220,1.72,0.57,-0.02,-1.61,-1.46,22753.67,22856.63,23032.35,22670.23,22492.72,0.18,0.3,-0.49,-0.53,-1.21,1900000,1850000,1850000,1850000,1850000,50000,38,37,37,37,37
A325010,KODEX 성장주,20190531,,일반,FnGuide 성장 지수(PR),166912,164016,154320,144640,146640,52160,51255,48225,45200,45825,1.61,-1.74,-5.91,-6.27,1.38,52050.42,51172.21,48399.3,45359.21,45992.6,0.21,0.16,-0.36,-0.35,-0.36,3200000,3200000,3200000,3200000,3200000,100000,32,32,32,32,32
A325020,KODEX 배당가치,20190531,,일반,FnGuide SLV 배당가치 지수,129297,130809,128940,124908,122640,30785,31145,30700,29740,29200,3.03,1.17,-1.43,-3.13,-1.82,30871.19,31235.36,30746.18,29810.48,29286.77,-0.28,-0.29,-0.15,-0.24,-0.3,4200000,4200000,4200000,4200000,4200000,100000,42,42,42,42,42
A326230,RISE 내수주플러스,20190620,,일반,FnGuide 내수주플러스 지수,7344,7289.6,7475.2,7312,6992,11475,11390,11680,11425,10925,-1.33,-0.74,2.55,-2.18,-4.38,11505.14,11428.78,11730.67,11447.23,11113.51,-0.26,-0.34,-0.43,-0.19,-1.7,640000,640000,640000,640000,640000,20000,32,32,32,32,32
A326240,RISE IT플러스,20190620,,일반,FnGuide IT플러스 지수,135139.6,132165.9,124083.2,117915.6,118918.8,51580,50445,47360,44665,45045,3.33,-2.2,-6.12,-5.69,0.85,51670.59,50444.94,47523.96,44529.93,45198.63,-0.18,0,-0.35,0.3,-0.34,2620000,2620000,2620000,2640000,2640000,20000,131,131,131,132,132
A328370,PLUS 코스피TR,20190625,,일반,코스피 TR,143419.5,142380,134442,128520,128772,45530,45200,42680,40800,40880,2.04,-0.72,-5.58,-4.4,0.2,45497.88,45305.98,43055.25,40743.18,41035.1,0.07,-0.23,-0.87,0.14,-0.38,3150000,3150000,3150000,3150000,3150000,50000,63,63,63,63,63
A332500,ACE 200TR,20190828,,일반,코스피 200 TR지수,193424,192071,182688,172876,173800,87920,87305,83040,78580,79000,5.74,-0.7,-4.89,-5.37,0.53,87820.69,87409.34,82827.51,78252.9,79057.15,0.11,-0.12,0.26,0.42,-0.07,2200000,2200000,2200000,2200000,2200000,100000,22,22,22,22,22
A332930,HANARO 200TR,20190828,,일반,코스피 200 TR지수,248428.5,247312,234624.5,222386.5,223097,171330,170560,161810,153370,153860,6.16,-0.45,-5.13,-5.22,0.32,171293.72,170472.77,161648.58,152752.7,154239.55,0.02,0.05,0.1,0.4,-0.25,1450000,1450000,1450000,1450000,1450000,50000,29,29,29,29,29
A332940,HANARO MSCI Korea TR,20190828,,일반,MSCI Korea TR Index,139152,139908,131124,124908,124596,57980,58295,54635,52045,51915,2.26,0.54,-6.28,-4.74,-0.25,58324.86,58116.09,54923.72,51847.26,52408.76,-0.59,0.31,-0.53,0.38,-0.94,2400000,2400000,2400000,2400000,2400000,100000,24,24,24,24,24
A337120,KODEX 멀티팩터,20191114,,일반,FnGuide 멀티팩터 지수,24849,24531,23439,22239,21960,41415,40885,39065,37065,36600,6.08,-1.28,-4.45,-5.12,-1.25,41231.1,41075.36,39086.01,36967.12,37238.02,0.45,-0.46,-0.05,0.26,-1.71,600000,600000,600000,600000,600000,100000,6,6,6,6,6
