,Account,W200300,R102300,W202100,W200100,S102100,S102100,S102100,S102100,S102100,S100100,S100100,S100100,S100100,S100100,S100500,S100500,S100500,S100500,S100500,W201100,W201100,W201100,W201100,W201100,W201200,W201200,W201200,W201200,W201200,S101500,S101500,S101500,S101500,S101500,W402600,,,,,
,Period, ,,, ,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,num_cu_20260703,num_cu_20260706,num_cu_20260707,num_cu_20260708,num_cu_20260709
,Unit,Txt,Txt,Txt,Txt,Local mn,Local mn,Local mn,Local mn,Local mn,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Shares,Shares,Shares,Shares,Shares,X,,,,,
,Base Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Name,상장일,상장폐지일,"ETF레버리지,인버스구분",ETF기초지수명,시가총액,시가총액,시가총액,시가총액,시가총액,종가,종가,종가,종가,종가,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,상장주식수,상장주식수,상장주식수,상장주식수,상장주식수,CU구성좌수,,,,,
A0177X0,ACE K휴머노이드로봇산업TOP2+,20260407,,일반,Akros K-휴머노이드 로봇 TOP2+ 지수 (시장가격),104275,103038.75,99735,94067,95157,9700,9585,9150,8630,8730,1.68,-1.19,-4.54,-5.68,1.16,9664.33,9660.27,9190.34,8637.61,8801.32,0.37,-0.78,-0.44,-0.09,-0.81,10750000,10750000,10900000,10900000,10900000,50000,215,215,218,218,218
A0182R0,1Q K반도체TOP2+,20260414,,일반,NICE K반도체 TOP2 MAX+ 지수,259885.5,258115,264282.75,246870,261000,14010,13585,12555,11700,12000,4.4,-3.03,-7.58,-6.81,2.56,13995.88,13548.61,12527.07,11661.17,12003.59,0.1,0.27,0.22,0.33,-0.03,18550000,19000000,21050000,21100000,21750000,50000,371,380,421,422,435
A0184V0,UNICORN K바이오액티브,20260512,,일반,FnGuide K-바이오 밸런스드 지수,7771.5,7326,7513,6952,7040,7065,6660,6830,6320,6400,-3.48,-5.73,2.55,-7.47,1.27,7030.68,6697.84,6866.41,6305.82,6279.86,0.49,-0.56,-0.53,0.22,1.91,1100000,1100000,1100000,1100000,1100000,50000,22,22,22,22,22
A0189Z0,DAISHIN343 금융&지주고배당,20260609,,일반,KRX-Akros 금융&지주고배당 지수,10180,10355,10320,10075,9910,10180,10355,10320,10075,9910,2.41,1.72,-0.34,-2.37,-1.64,10298.55,10365.79,10373.91,10151.24,9970,-1.15,-0.1,-0.52,-0.75,-0.6,1000000,1000000,1000000,1000000,1000000,50000,20,20,20,20,20
A0190C0,RISE 현대차고정피지컬AI,20260512,,일반,KEDI 현대차고정피지컬AI 지수,569579.25,580062,556068.75,536152.5,520821,9795,9865,9465,9165,8820,1.03,0.71,-4.05,-3.17,-3.76,9788.46,9904.5,9510.58,9181.03,8857.21,0.07,-0.4,-0.48,-0.17,-0.42,58150000,58800000,58750000,58500000,59050000,50000,1163,1176,1175,1170,1181
A0190G0,KODEX 반도체타겟위클리커버드콜,20260512,,일반,KRX 반도체 타겟9% 분배 위클리 커버드콜 지수,193320,189900,185130,174654,186893.5,10800,10550,9900,9390,9785,6.14,-2.31,-6.16,-5.15,4.21,10744.06,10532.41,9967.24,9383.25,9762.77,0.52,0.17,-0.67,0.07,0.23,17900000,18000000,18700000,18600000,19100000,100000,179,180,187,186,191
A0191B0,MIDAS 코스닥액티브,20260519,,일반,코스닥지수,6842,6528,6160,5712,5853,34210,32640,30800,28560,29265,1.29,-4.59,-5.64,-7.27,2.47,34492.02,32468.23,31021.68,28789.67,29444.26,-0.82,0.53,-0.71,-0.8,-0.61,200000,200000,200000,200000,200000,25000,8,8,8,8,8
A0191S0,IBK 코스닥150,20260519,,일반,코스닥 150,11344.2,11033.4,10785.5,10152.8,10308.2,15330,14910,14575,13720,13930,-1.6,-2.74,-2.25,-5.87,1.53,15394.36,14908.48,14672.54,13713.45,13906.56,-0.42,0.01,-0.66,0.05,0.17,740000,740000,740000,740000,740000,20000,37,37,37,37,37
A0192L0,RISE SK하이닉스단일종목레버리지,20260527,,레버리지,KRX SK하이닉스 레버리지 지수,125334,116863.88,104765.63,93093.75,105640.13,23210,21345,18625,16550,18615,27.35,-8.04,-12.74,-11.14,12.48,23011.85,21423.37,18945.21,16546.27,18784.25,0.86,-0.37,-1.69,0.02,-0.9,5400000,5475000,5625000,5625000,5675000,25000,216,219,225,225,227
A0192M0,RISE 삼성전자단일종목레버리지,20260527,,레버리지,KRX 삼성전자 레버리지 지수,90384,91020,78463.13,65932.5,66817.5,18830,19680,16965,14900,15100,16.06,4.51,-13.8,-12.17,1.34,18746.9,19802.9,17006.98,14767.59,15036.33,0.44,-0.62,-0.25,0.9,0.42,4800000,4625000,4625000,4425000,4425000,25000,192,185,185,177,177
A0192T0,SOL 코스닥TOP10,20260519,,일반,코스닥TOP10지수(PR),29568,29113.5,29580,27360,27500,7680,7465,7395,6840,6875,0.13,-2.8,-0.94,-7.51,0.51,7648.12,7450.86,7382.64,6867.08,6855.95,0.42,0.19,0.17,-0.39,0.28,3850000,3900000,4000000,4000000,4000000,50000,77,78,80,80,80
A0193G0,KoAct 코스피액티브,20260519,,일반,코스피지수,28421.25,28201.25,27076,25522,25858,10335,10255,9670,9115,9235,4.34,-0.77,-5.7,-5.74,1.32,10299.78,10243.52,9673.16,9098.17,9180.6,0.34,0.11,-0.03,0.18,0.59,2750000,2750000,2800000,2800000,2800000,50000,55,55,56,56,56
A0193K0,PLUS 삼성전자단일종목레버리지,20260527,,레버리지,KRX 삼성전자 레버리지 지수,22938.75,23788.13,20812.5,18917.5,19099.63,20390,21145,18500,16100,16255,15.75,3.7,-12.51,-12.97,0.96,20199.09,21356.88,18368.3,15970.67,16239.82,0.95,-0.99,0.72,0.81,0.09,1125000,1125000,1125000,1175000,1175000,25000,45,45,45,47,47
A0193L0,PLUS 삼성전자선물단일종목인버스2X,20260527,,인버스 2X ,KRX 삼성전자 선물 인버스 -2X 지수,42933,43500,48170.7,53984.7,48795.6,13010,12500,14085,15785,15540,-16.74,-3.92,12.68,12.07,-1.55,13200.07,12369.66,14150.7,16195.2,15659.9,-1.44,1.05,-0.46,-2.53,-0.77,3300000,3480000,3420000,3420000,3140000,20000,165,174,171,171,157
A0193T0,KODEX SK하이닉스단일종목레버리지,20260527,,레버리지,KRX SK하이닉스 레버리지 지수,5097085,4943675.75,4758503.25,4318718.25,4903548,27400,25310,22130,19635,21930,24.35,-7.63,-12.56,-11.27,11.69,27158.88,25358.53,22437.62,19469.59,22092.12,0.89,-0.19,-1.37,0.85,-0.73,186025000,195325000,215025000,219950000,223600000,25000,7441,7813,8601,8798,8944
A0193W0,KODEX 삼성전자단일종목레버리지,20260527,,레버리지,KRX 삼성전자 레버리지 지수,3165256.25,3381407,3080199.75,2760756.38,2829760.5,20375,21220,18310,16185,16235,15.77,4.15,-13.71,-11.61,0.31,20255.59,21461.98,18372.73,15902.93,16214.22,0.59,-1.13,-0.34,1.77,0.13,155350000,159350000,168225000,170575000,174300000,25000,6214,6374,6729,6823,6972
A0194M0,ACE 삼성전자단일종목레버리지,20260527,,레버리지,KRX 삼성전자 레버리지 지수,89770,95157,85767.5,75875.63,79632.5,18800,19620,16900,14805,15025,16.01,4.36,-13.86,-12.4,1.49,18693.48,19758.67,16969.91,14733.48,14992.22,0.57,-0.7,-0.41,0.49,0.22,4775000,4850000,5075000,5125000,5300000,25000,191,194,203,205,212
A0194N0,KIWOOM 삼성전자선물단일종목레버리지,20260527,,레버리지,KRX 삼성전자 선물 레버리지 지수,15233.63,16926.88,14360.75,13153.5,13315.5,18465,19345,16895,14615,14795,16.65,4.77,-12.66,-13.5,1.23,18427.03,19587.22,16768.74,14345.39,14785.4,0.21,-1.24,0.75,1.88,0.06,825000,875000,850000,900000,900000,25000,33,35,34,36,36
A0194R0,KIWOOM SK하이닉스선물단일종목레버리지,20260527,,레버리지,KRX SK하이닉스 선물 레버리지 지수,26531.5,24600,22765.13,21120.5,23744,22580,20500,17855,15940,17920,29.58,-9.21,-12.9,-10.73,12.42,22171.94,20716.35,18478.29,15850.03,18278.5,1.84,-1.04,-3.37,0.57,-1.96,1175000,1200000,1275000,1325000,1325000,25000,47,48,51,53,53
A0194T0,ACE SK하이닉스단일종목레버리지,20260527,,레버리지,KRX SK하이닉스 레버리지 지수,108687.5,103203.75,101862.38,91575,103360.5,23125,21170,18605,16500,18540,23.46,-8.45,-12.12,-11.31,12.36,22880.72,21298.56,18813.1,16405.55,18627.84,1.07,-0.6,-1.11,0.58,-0.47,4700000,4875000,5475000,5550000,5575000,25000,188,195,219,222,223
A0195R0,TIGER 삼성전자단일종목레버리지,20260527,,레버리지,KRX 삼성전자 레버리지 지수,1684457.88,1767018,1636390,1539202.5,1566378.75,18805,19590,16870,14850,14925,16.08,4.17,-13.88,-11.97,0.51,18640.12,19736.73,16902.78,14627.83,14916.56,0.88,-0.74,-0.19,1.52,0.06,89575000,90200000,97000000,103650000,104950000,25000,3583,3608,3880,4146,4198
A0195S0,TIGER SK하이닉스단일종목레버리지,20260527,,레버리지,KRX SK하이닉스 레버리지 지수,2982809.75,2807506.5,2722968.75,2434315.63,2772977.63,23390,21415,18750,16625,18645,24.12,-8.44,-12.44,-11.33,12.15,22983.93,21462.19,18945.9,16482.23,18710.08,1.77,-0.22,-1.03,0.87,-0.35,127525000,131100000,145225000,146425000,148725000,25000,5101,5244,5809,5857,5949
A0197W0,SOL SK하이닉스단일종목레버리지,20260527,,레버리지,KRX SK하이닉스 레버리지 지수,88338.25,81254.25,80714.25,72072,77338.63,22945,21105,18555,16380,18305,23.53,-8.02,-12.08,-11.72,11.75,22718.96,21190.84,18715.69,16305.51,18461.41,0.99,-0.41,-0.86,0.46,-0.85,3850000,3850000,4350000,4400000,4225000,25000,154,154,174,176,169
A0197X0,SOL SK하이닉스선물단일종목인버스2X,20260527,,인버스 2X ,KRX SK하이닉스 선물 인버스 -2X 지수,141703.25,152243,129800.63,254264.25,192390,7670,8365,9355,10410,9075,-27.26,9.06,11.83,11.28,-12.82,7849.51,8346.73,9174.61,10572.6,8990.34,-2.29,0.22,1.97,-1.54,0.94,18475000,18200000,13875000,24425000,21200000,25000,739,728,555,977,848
A0198A0,KIWOOM 코스닥150커버드콜액티브,20260630,,일반,코스닥150 위클리고정30% 커버드콜지수,10956,13580,17723,19910,21326.25,9960,9700,9580,9050,9075,-0.7,-2.61,-1.24,-5.53,0.28,9870.11,9559.46,9490.45,8924.67,9068.78,0.91,1.47,0.94,1.4,0.07,1100000,1400000,1850000,2200000,2350000,50000,22,28,37,44,47
A0198B0,1Q 삼성전자선물단일종목레버리지,20260527,,레버리지,KRX 삼성전자 선물 레버리지 지수,31211.7,33097.15,31152,27355.35,28447.35,19630,20305,17600,15455,15545,16.74,3.44,-13.32,-12.19,0.58,19418.56,20614.43,17620.05,15103.26,15521.22,1.09,-1.5,-0.11,2.33,0.15,1590000,1630000,1770000,1770000,1830000,5000,318,326,354,354,366
A0198D0,1Q SK하이닉스선물단일종목레버리지,20260527,,레버리지,KRX SK하이닉스 선물 레버리지 지수,38599,36397.9,35155.07,31053.5,35083.28,24200,22330,19585,17300,19545,27.27,-7.73,-12.29,-11.67,12.98,24146.23,22538.33,20043.09,17277.45,19858.73,0.22,-0.92,-2.29,0.13,-1.58,1595000,1630000,1795000,1795000,1795000,5000,319,326,359,359,359
A0199C0,ACE 고배당주Plus커버드콜액티브,20260602,,일반,KRX-Akros 고배당주 20 위클리 고정 30% 커버드콜 지수,125250,127500,126750,123250,121000,10020,10200,10140,9860,9680,3.73,1.8,-0.59,-2.76,-1.83,10009.59,10205.75,10116.02,9846.09,9628.83,0.1,-0.06,0.24,0.14,0.53,12500000,12500000,12500000,12500000,12500000,50000,250,250,250,250,250
A0204S0,TIGER 코스닥액티브,20260602,,일반,코스닥지수,34329.4,33219.2,32884.4,31008,30940.1,7910,7415,7180,6800,6815,0.19,-6.26,-3.17,-5.29,0.22,7881.25,7435.14,7178.24,6772.63,6860.99,0.36,-0.27,0.02,0.4,-0.67,4340000,4480000,4580000,4560000,4540000,10000,434,448,458,456,454
A0207G0,SOL 우주항공밸류체인,20260616,,일반,Akros 우주항공밸류체인 지수(PR),11680,13320,12200.75,11229.5,13050.5,7300,7200,6595,6070,6070,2.89,-1.37,-8.4,-7.96,0,7223.56,7187.29,6579.14,6059.53,6118.28,1.06,0.18,0.24,0.17,-0.79,1600000,1850000,1850000,1850000,2150000,50000,32,37,37,37,43
A0208N0,IBK 코스피액티브,20260623,,일반,코스피지수,14368.5,14081.75,13322.25,12648,12741,9270,9085,8595,8160,8220,6.19,-2,-5.39,-5.06,0.74,9216.99,9110.77,8684.23,8160.78,8206.72,0.58,-0.28,-1.03,-0.01,0.16,1550000,1550000,1550000,1550000,1550000,50000,31,31,31,31,31
A0209D0,KODEX 전고체배터리ESS TOP2플러스,20260623,,일반,Akros 한국 전고체 배터리 ESS TOP2 플러스 지수(Price Return),88956.25,86491.5,84684.25,80358,81305,8275,7935,7595,7080,7070,0,-4.11,-4.28,-6.78,-0.14,8249.15,7936.82,7612.8,7068.09,7053.02,0.31,-0.02,-0.23,0.17,0.24,10750000,10900000,11150000,11350000,11500000,50000,215,218,223,227,230
A0209Z0,ACE 코리아AI전력TOP10,20260623,,일반,Akros 코리아 AI전력 TOP 10 지수 (시장가격),17995.5,17135.5,17789.5,17287.5,17646,8370,7970,7570,6915,6920,-2.05,-4.78,-5.02,-8.65,0.07,8345.8,7993,7593.43,6895.97,6944.44,0.29,-0.29,-0.31,0.28,-0.35,2150000,2150000,2350000,2500000,2550000,50000,43,43,47,50,51
A0210A0,ACE K반도체TOP2+,20260623,,일반,KRX K-AI 반도체TOP2+지수 (시장가격),395382,362216.75,340938,318201.75,333922.5,9620,9205,8460,7965,8245,4.51,-4.31,-8.09,-5.85,3.52,9605.13,9206.35,8488.05,7964.32,8245.64,0.15,-0.01,-0.33,0.01,-0.01,41100000,39350000,40300000,39950000,40500000,50000,822,787,806,799,810
A0210E0,PLUS 200커버드콜액티브,20260623,,일반,코스피 200 위클리 고정 30% 커버드콜 지수,43404.5,45080,47034,47167.5,47908.5,9235,9200,8710,8275,8405,5.3,-0.38,-5.33,-4.99,1.57,9210.25,9188.81,8739.3,8266.19,8357.96,0.27,0.12,-0.34,0.11,0.56,4700000,4900000,5400000,5700000,5700000,100000,47,49,54,57,57
A069500,KODEX 200,20021014,,일반,코스피 200,27394191,27306731.25,26288375,25155191.25,25423200,131010,130125,123710,116865,117700,6.06,-0.68,-4.93,-5.53,0.71,130791.06,130165.59,123362.61,116598.2,117715.96,0.17,-0.03,0.28,0.23,-0.01,209100000,209850000,212500000,215250000,216000000,50000,4182,4197,4250,4305,4320
A069660,KIWOOM 200,20021014,,일반,코스피 200,912940,909440,869829,835620.5,841519.25,130420,129920,123380,116870,117695,5.35,-0.38,-5.03,-5.28,0.71,130577.11,129985.09,123192.18,116407.6,117630.49,-0.12,-0.05,0.15,0.4,0.05,7000000,7000000,7050000,7150000,7150000,50000,140,140,141,143,143
A091160,KODEX 반도체,20060627,,일반,KRX 반도체,6697785,6547201.5,6266394,5949951,6200460,157225,153510,143560,135380,140600,5.34,-2.36,-6.48,-5.7,3.86,157023.98,153071.19,144023.65,135070.79,140710.72,0.13,0.29,-0.32,0.23,-0.08,42600000,42650000,43650000,43950000,44100000,50000,852,853,873,879,882
A091170,KODEX 은행,20060627,,일반,KRX 은행,444405,443706.25,449995,434890,430282.5,15900,15875,16100,15700,15450,2.78,-0.16,1.42,-2.48,-1.59,15866.76,15915.13,16136.9,15746.39,15540.38,0.21,-0.25,-0.23,-0.29,-0.58,27950000,27950000,27950000,27700000,27850000,50000,559,559,559,554,557
A091180,KODEX 자동차,20060627,,일반,KRX 자동차,460428,478040,463617,453421.5,438302,31110,32300,31220,30845,29615,1.42,3.83,-3.34,-1.2,-3.99,31193.9,32249.21,31378.2,30911.73,29654.56,-0.27,0.16,-0.5,-0.22,-0.13,14800000,14800000,14850000,14700000,14800000,50000,296,296,297,294,296
A091220,TIGER 은행,20060627,,일반,KRX 은행,23226,23184,23280.6,22276.8,22596,16590,16560,16870,16380,16140,3.46,-0.18,1.87,-2.9,-1.47,16565.6,16615.87,16844.9,16439.97,16230.24,0.15,-0.34,0.15,-0.36,-0.56,1400000,1400000,1380000,1360000,1400000,20000,70,70,69,68,70
A091230,TIGER 반도체,20060627,,일반,KRX 반도체,1595493.9,1576954.7,1509774.4,1439570,1496867.2,165165,161905,151280,142250,147040,6,-1.97,-6.56,-5.97,3.37,164499.1,160915.13,151336.39,141664.96,147221.8,0.4,0.62,-0.04,0.41,-0.12,9660000,9740000,9980000,10120000,10180000,20000,483,487,499,506,509
A100910,KIWOOM KRX100,20080123,,일반,KRX 100,55998,61260,58635,55380,67194,20740,20420,19545,18460,18665,5.33,-1.54,-4.29,-5.55,1.11,20656.7,20559.87,19471.73,18386.22,18592.61,0.4,-0.68,0.38,0.4,0.39,2700000,3000000,3000000,3000000,3600000,300000,9,10,10,10,12
A102110,TIGER 200,20080403,,일반,코스피 200,11377696.25,11411524,10937721,10351198,10503108,131155,130120,123870,117095,117880,5.99,-0.79,-4.8,-5.47,0.67,130863.01,130245.64,123440.83,116667.66,117820.75,0.22,-0.1,0.35,0.37,0.05,86750000,87700000,88300000,88400000,89100000,50000,1735,1754,1766,1768,1782
A102780,KODEX 삼성그룹,20080521,,일반,MKF 삼성그룹지수,4058368,4022512,3793432,3530475,3456925,30560,30290,28565,26625,26090,3.95,-0.88,-5.7,-6.79,-2.01,30549.43,30349.26,28714.18,26704.43,26270.41,0.03,-0.2,-0.52,-0.3,-0.69,132800000,132800000,132800000,132600000,132500000,100000,1328,1328,1328,1326,1325
A102960,KODEX 기계장비,20080529,,일반,KRX 기계장비,17983.2,17705.9,16909.4,15623.2,15505.2,15240,15005,14330,13240,13140,-0.97,-1.54,-4.5,-7.61,-0.76,15240.96,15071.72,14272.44,13188.8,13067.37,-0.01,-0.44,0.4,0.39,0.56,1180000,1180000,1180000,1180000,1180000,20000,59,59,59,59,59
A102970,KODEX 증권,20080529,,일반,KRX 증권,851880,880653,841663.75,806835,790273.5,22900,23610,22595,21660,20990,7.87,3.1,-4.3,-4.14,-3.09,22890.21,23642.08,22703.28,21782.19,20998.66,0.04,-0.14,-0.48,-0.56,-0.04,37200000,37300000,37250000,37250000,37650000,50000,744,746,745,745,753
A104520,KIWOOM 블루칩,20080729,,일반,MKF 블루칩,16835.5,16918,16857.5,14920,14430,15305,15380,15325,14920,14430,0.69,0.49,-0.36,-2.64,-3.28,15402.48,15399.08,15395.26,14909.54,14547.15,-0.63,-0.12,-0.46,0.07,-0.81,1100000,1100000,1100000,1000000,1000000,100000,11,11,11,10,10
A104530,KIWOOM 코리아고배당,20080729,,일반,MKF 웰스 고배당 20,37990.5,38334.5,38485,38227,37453,17670,17830,17900,17780,17420,1.14,0.91,0.39,-0.67,-2.02,17770.37,17884.61,17955.52,17703.68,17445.63,-0.56,-0.31,-0.31,0.43,-0.15,2150000,2150000,2150000,2150000,2150000,50000,43,43,43,43,43
A105190,ACE 200,20080925,,일반,코스피 200,2497550.25,2352005.25,2186658.5,1970640,1970266,131105,130305,123890,117300,117980,5.47,-0.61,-4.92,-5.32,0.58,131104.93,130471.85,123651.02,116837.95,118018.46,0,-0.13,0.19,0.4,-0.03,19050000,18050000,17650000,16800000,16700000,50000,381,361,353,336,334
A105780,RISE 5대그룹주,20081022,,일반,MKF 5대그룹주,40300,39660,37600,35780,35260,20150,19830,18800,17890,17630,3.41,-1.59,-5.19,-4.84,-1.45,20093.37,19861.19,18828.9,17810.06,17660.69,0.28,-0.16,-0.15,0.45,-0.17,2000000,2000000,2000000,2000000,2000000,200000,10,10,10,10,10
A108450,ACE 삼성그룹섹터가중,20090203,,일반,MKF SAMs SW,102143,102568.5,93005,87791,87329,44410,44595,42275,39905,39695,2.13,0.42,-5.2,-5.61,-0.53,44671.89,44465.59,42516.84,39879.85,39968.4,-0.59,0.29,-0.57,0.06,-0.68,2300000,2300000,2200000,2200000,2200000,100000,23,23,22,22,22
A108590,TREX 200,20090123,,일반,코스피 200,26089,25928,24694,23325,23449,130445,129640,123470,116625,117245,5.7,-0.62,-4.76,-5.54,0.53,130245.02,129660.83,122925.15,116072.63,117366.35,0.15,-0.02,0.44,0.48,-0.1,200000,200000,200000,200000,200000,50000,4,4,4,4,4
A114800,KODEX 인버스,20090916,,인버스 1X ,코스피 200 선물인버스 지수,872746.5,878204.6,872674.1,935495.1,921177.6,943,949,997,1051,1043,-5.79,0.64,5.06,5.42,-0.76,943.92,950.03,991.3,1053.37,1044.44,-0.1,-0.11,0.58,-0.22,-0.14,925500000,925400000,875300000,890100000,883200000,100000,9255,9254,8753,8901,8832
A117460,KODEX 에너지화학,20091012,,일반,KRX 에너지화학,25754.4,25460.4,25656.4,24333.4,24284.4,13140,12990,13090,12415,12390,0.08,-1.14,0.77,-5.16,-0.2,13096.79,13017.5,13061.53,12449.05,12427.95,0.33,-0.21,0.22,-0.27,-0.31,1960000,1960000,1960000,1960000,1960000,70000,28,28,28,28,28
A117680,KODEX 철강,20091030,,일반,KRX 철강,24076.5,24150,23499,20991.6,20638.8,11465,11500,11190,10710,10530,1.78,0.31,-2.7,-4.29,-1.68,11447.19,11463.82,11217.99,10717.34,10476.69,0.16,0.32,-0.25,-0.07,0.51,2100000,2100000,2100000,1960000,1960000,70000,30,30,30,28,28
A117700,KODEX 건설,20091030,,일반,KRX 건설,206955,213200,208477,193644,193257,6570,6560,6395,5940,5910,-1.2,-0.15,-2.52,-7.12,-0.51,6553.45,6586.02,6389.89,5952.75,5937.21,0.25,-0.4,0.08,-0.21,-0.46,31500000,32500000,32600000,32600000,32700000,100000,315,325,326,326,327
A122090,PLUS 코스피50,20100107,,일반,코스피 50,224031.3,221889,208680,203433,210834,100915,99950,94000,89225,90100,6.76,-0.96,-5.95,-5.08,0.98,100451.95,99654.52,94184.57,88937.47,90350.69,0.46,0.3,-0.2,0.32,-0.28,2220000,2220000,2220000,2280000,2340000,30000,74,74,74,76,78
A122630,KODEX 레버리지,20100222,,레버리지,코스피 200 레버리지지수,8093589,8124980,7563402,6512250,6780519,179260,176630,158895,142500,144420,11.87,-1.47,-10.04,-10.32,1.35,179367.22,177198.36,160483.93,141669.67,144132.16,-0.06,-0.32,-0.99,0.59,0.2,45150000,46000000,47600000,45700000,46950000,50000,903,920,952,914,939
A123310,TIGER 인버스,20100329,,인버스 1X ,코스피 200 선물인버스 지수,59769.6,60448.8,61152,64646.4,63882,1056,1068,1120,1184,1170,-6.71,1.14,4.87,5.71,-1.18,1059.8,1066.61,1113.19,1183.92,1173.95,-0.36,0.13,0.61,0.01,-0.34,56600000,56600000,54600000,54600000,54600000,100000,566,566,546,546,546
A123320,TIGER 레버리지,20100409,,레버리지,코스피 200 레버리지지수,376866,371962.5,334068,297465,302410.5,179460,177125,159080,141650,144005,12.01,-1.3,-10.19,-10.96,1.66,179244.99,177125.94,160420.49,141502.95,144020.06,0.12,0,-0.84,0.1,-0.01,2100000,2100000,2100000,2100000,2100000,100000,21,21,21,21,21
A131890,ACE 삼성그룹동일가중,20100917,,일반,MKF SAMs EW Index,17228,17114,16872,16200,16136,43070,42785,42180,40500,40340,1.99,-0.66,-1.41,-3.98,-0.4,43048.16,42927.3,42509.4,40397.05,40045.41,0.05,-0.33,-0.77,0.25,0.74,400000,400000,400000,400000,400000,100000,4,4,4,4,4
A138520,TIGER 삼성그룹,20110307,,일반,MKF SAMs FW,175824,176212.8,168739,157268.6,153031.4,40700,40790,39425,36745,35755,4.23,0.22,-3.35,-6.8,-2.69,40597.38,40981.93,39239.11,36716.31,36016.12,0.25,-0.47,0.47,0.08,-0.73,4320000,4320000,4280000,4280000,4280000,20000,216,216,214,214,214
A138530,TIGER LG그룹플러스,20110310,,일반,MKF LG그룹+ FW,90379.8,89510.4,90304.2,88225.2,85843.8,11955,11840,11945,11670,11355,-1.2,-0.96,0.89,-2.3,-2.7,11956.35,11904.51,11958.5,11709.93,11496.04,-0.01,-0.54,-0.11,-0.34,-1.23,7560000,7560000,7560000,7560000,7560000,20000,378,378,378,378,378
A138540,TIGER 현대차그룹플러스,20110310,,일반,MKF 현대차그룹+ FW,760050,783348.8,751374,735131.8,699342.4,56300,57940,55575,54535,51880,1.83,2.91,-4.08,-1.87,-4.87,56346.88,57894.85,55848.24,54638.91,52060.94,-0.08,0.08,-0.49,-0.19,-0.35,13500000,13520000,13520000,13480000,13480000,20000,675,676,676,674,674
A139220,TIGER 200 건설,20110406,,일반,코스피 200 건설,138330,140814.9,136444,126752.3,124608,7950,8065,7700,7145,7040,1.02,1.45,-4.53,-7.21,-1.47,7957.49,8045.7,7722.9,7180,7048.78,-0.09,0.24,-0.3,-0.49,-0.12,17400000,17460000,17720000,17740000,17700000,20000,870,873,886,887,885
A139230,TIGER 200 중공업,20110406,,일반,코스피 200 중공업,312320,306927,289374,267954,262752,15250,15075,14185,13135,12880,-0.55,-1.15,-5.9,-7.4,-1.94,15178.99,15136.22,14249.1,13199.66,12958.92,0.47,-0.4,-0.45,-0.49,-0.61,20480000,20360000,20400000,20400000,20400000,20000,1024,1018,1020,1020,1020
A139240,TIGER 200 철강소재,20110406,,일반,코스피 200 철강/소재,5834.8,5892.8,5776.8,5527.4,5544,10060,10160,9960,9530,9240,2.03,0.99,-1.97,-4.32,-3.04,10054.79,10126.79,9926.58,9494.56,9316.21,0.05,0.33,0.34,0.37,-0.82,580000,580000,580000,580000,600000,20000,29,29,29,29,30
A139250,TIGER 200 에너지화학,20110406,,일반,코스피 200 에너지/화학,25922.2,24185,22927.4,21801.8,21955.9,17515,17275,17110,16270,16385,-0.09,-1.37,-0.96,-4.91,0.71,17521.75,17360.17,17097.74,16301.5,16363.1,-0.04,-0.49,0.07,-0.19,0.13,1480000,1400000,1340000,1340000,1340000,20000,74,70,67,67,67
A139260,TIGER 200 IT,20110406,,일반,코스피 200 정보기술,3472456,3335636,3066336,2914649.1,3017850.2,179920,171940,159705,148555,153035,5.72,-4.44,-7.12,-6.98,3.02,177896.23,171168.79,159361.84,149222.49,152466.49,1.14,0.45,0.22,-0.45,0.37,19300000,19400000,19200000,19620000,19720000,20000,965,970,960,981,986
A139270,TIGER 200 금융,20110406,,일반,코스피 200 금융,33659,34515.6,34505.8,33437.6,32624.2,17350,17610,17605,17060,16645,3.95,1.5,-0.03,-3.1,-2.43,17414.48,17643,17633.52,17125.28,16712.22,-0.37,-0.19,-0.16,-0.38,-0.4,1940000,1960000,1960000,1960000,1960000,20000,97,98,98,98,98
A139280,TIGER 경기방어,20110406,,일반,코스피 200 경기방어소비재,41315.8,40781.4,41950.4,41148.8,39979.8,12370,12210,12560,12320,11970,0,-1.29,2.87,-1.91,-2.84,12379.05,12245.99,12540.46,12271.26,12004.17,-0.07,-0.29,0.16,0.4,-0.28,3340000,3340000,3340000,3340000,3340000,20000,167,167,167,167,167
